source_name,MJD,mag,mag_err,RA,DEC
220546.32+005319.2,53675.17062,17.99,0.11,331.44318,0.88866
220546.32+005319.2,53687.07981,18.02,0.12,331.44294,0.88877
220546.32+005319.2,53687.08718,17.89,0.11,331.44304,0.88859
220546.32+005319.2,53687.09456,17.75,0.1,331.44311,0.88847
220546.32+005319.2,53687.10197,18.03,0.12,331.44317,0.8888
220546.32+005319.2,53696.0761,17.88,0.11,331.44309,0.88869
220546.32+005319.2,53696.08253,18.04,0.12,331.44304,0.88867
220546.32+005319.2,53696.08893,17.8,0.11,331.44295,0.88861
220546.32+005319.2,53696.09535,17.93,0.11,331.44315,0.88864
220546.32+005319.2,53644.17035,17.75,0.11,331.44331,0.88875
220546.32+005319.2,53644.17489,17.66,0.1,331.44329,0.88854
220546.32+005319.2,53644.17946,17.99,0.12,331.4431,0.88862
220546.32+005319.2,53644.18397,17.89,0.11,331.44336,0.88863
220546.32+005319.2,53653.13818,17.82,0.11,331.44318,0.88865
220546.32+005319.2,53653.14571,17.83,0.11,331.44324,0.88868
220546.32+005319.2,53653.15322,17.91,0.12,331.44307,0.88855
220546.32+005319.2,53653.16074,17.83,0.11,331.44305,0.88883
220546.32+005319.2,53670.14443,17.8,0.11,331.44326,0.88863
220546.32+005319.2,53670.14932,17.96,0.11,331.44314,0.88862
220546.32+005319.2,53670.1542,17.94,0.11,331.44316,0.88862
220546.32+005319.2,53670.1591,17.94,0.11,331.44321,0.88877
220546.32+005319.2,53637.21349,17.98,0.12,331.44308,0.88862
220546.32+005319.2,53637.21988,17.85,0.11,331.44306,0.88867
220546.32+005319.2,53637.22631,18.09,0.12,331.44298,0.88873
220546.32+005319.2,53637.23276,17.93,0.12,331.44301,0.88869
220546.32+005319.2,53976.22762,17.82,0.1,331.44308,0.88868
220546.32+005319.2,53976.23246,17.77,0.1,331.44314,0.88867
220546.32+005319.2,53976.23731,17.74,0.1,331.44323,0.88874
220546.32+005319.2,53976.24215,17.85,0.1,331.4431,0.88869
220546.32+005319.2,54080.11315,17.83,0.11,331.44302,0.88871
220546.32+005319.2,54080.11863,17.84,0.11,331.44299,0.88857
220546.32+005319.2,54080.12408,17.84,0.11,331.44306,0.88862
220546.32+005319.2,54080.12954,17.78,0.1,331.4432,0.88876
220546.32+005319.2,53917.39632,17.78,0.12,331.44316,0.88861
220546.32+005319.2,53917.40218,17.98,0.13,331.44303,0.88871
220546.32+005319.2,53917.40804,17.72,0.11,331.44311,0.88863
220546.32+005319.2,53917.4139,17.88,0.12,331.44309,0.88865
220546.32+005319.2,53904.38598,17.55,0.23,331.44303,0.88862
220546.32+005319.2,53904.38697,17.7,0.27,331.44284,0.88875
220546.32+005319.2,53904.38799,17.57,0.25,331.44324,0.88827
220546.32+005319.2,53904.38898,17.99,0.31,331.44303,0.88871
220546.32+005319.2,53907.38418,17.92,0.12,331.44305,0.88867
220546.32+005319.2,53907.39276,18.01,0.12,331.44317,0.88868
220546.32+005319.2,53907.40237,17.79,0.11,331.44319,0.8887
220546.32+005319.2,53907.41098,17.83,0.11,331.44317,0.88857
220546.32+005319.2,53874.43975,17.98,0.31,331.4422,0.88841
220546.32+005319.2,53874.44052,18.39,0.39,331.44298,0.88898
220546.32+005319.2,53874.44126,18.16,0.34,331.44325,0.88883
220546.32+005319.2,53886.41234,17.81,0.11,331.44321,0.88865
220546.32+005319.2,53886.4226,17.86,0.11,331.44317,0.88868
220546.32+005319.2,53886.4328,17.79,0.11,331.44338,0.88845
220546.32+005319.2,53886.44303,17.95,0.12,331.44319,0.88866
220546.32+005319.2,54052.11042,17.92,0.11,331.44293,0.88858
220546.32+005319.2,54052.11683,17.7,0.1,331.44315,0.88856
220546.32+005319.2,54052.12325,17.69,0.1,331.44336,0.8886
220546.32+005319.2,54052.12967,17.86,0.1,331.44313,0.8886
220546.32+005319.2,54058.0984,17.9,0.11,331.44315,0.88864
220546.32+005319.2,54058.10487,17.93,0.11,331.44303,0.88866
220546.32+005319.2,54058.11135,17.74,0.1,331.4431,0.8886
220546.32+005319.2,54058.11783,17.91,0.11,331.44315,0.88869
220546.32+005319.2,54024.08474,17.76,0.1,331.4433,0.8885
220546.32+005319.2,54024.09219,17.87,0.1,331.44322,0.8886
220546.32+005319.2,54024.09963,17.8,0.1,331.44316,0.88865
220546.32+005319.2,54024.10703,17.94,0.11,331.44308,0.88866
220546.32+005319.2,54030.15347,17.7,0.1,331.44302,0.88865
220546.32+005319.2,54030.15942,17.79,0.1,331.44317,0.88866
220546.32+005319.2,54030.16534,17.92,0.11,331.44311,0.88862
220546.32+005319.2,54030.17127,17.88,0.11,331.44318,0.88863
220546.32+005319.2,54037.16021,17.93,0.11,331.44317,0.88863
220546.32+005319.2,54037.16639,17.92,0.11,331.44307,0.8888
220546.32+005319.2,54037.17228,17.68,0.1,331.4432,0.8885
220546.32+005319.2,54037.17819,17.91,0.11,331.44317,0.8887
220546.32+005319.2,53989.1746,17.88,0.11,331.4431,0.88874
220546.32+005319.2,53989.18103,17.72,0.1,331.44309,0.88872
220546.32+005319.2,53989.18747,17.84,0.1,331.4431,0.88866
220546.32+005319.2,53989.19391,17.88,0.11,331.44321,0.88867
220546.32+005319.2,54004.14318,17.91,0.11,331.44315,0.88864
220546.32+005319.2,54004.1513,17.85,0.1,331.44301,0.88871
220546.32+005319.2,54004.15943,17.95,0.11,331.44316,0.88864
220546.32+005319.2,54004.16756,17.99,0.11,331.44308,0.88868
220546.32+005319.2,54298.44191,17.69,0.11,331.44326,0.88851
220546.32+005319.2,54298.44479,17.95,0.14,331.4429,0.88857
220546.32+005319.2,54298.44767,17.6,0.11,331.44306,0.88876
220546.32+005319.2,54298.45056,17.84,0.12,331.44307,0.88858
220546.32+005319.2,54261.39193,17.63,0.1,331.44319,0.88868
220546.32+005319.2,54261.40011,17.66,0.1,331.44321,0.8885
220546.32+005319.2,54261.40828,17.78,0.11,331.44319,0.88858
220546.32+005319.2,54261.41646,17.65,0.1,331.44301,0.88856
220546.32+005319.2,54269.36862,17.74,0.11,331.44335,0.8886
220546.32+005319.2,54269.37617,17.88,0.11,331.44317,0.8886
220546.32+005319.2,54269.38372,17.71,0.1,331.44291,0.8886
220546.32+005319.2,54269.39128,17.88,0.11,331.44313,0.88865
220546.32+005319.2,54276.34512,17.8,0.11,331.44326,0.88856
220546.32+005319.2,54276.35218,17.64,0.1,331.44328,0.88861
220546.32+005319.2,54276.3592,17.89,0.11,331.44313,0.88865
220546.32+005319.2,54276.36623,17.85,0.11,331.44313,0.8887
220546.32+005319.2,54239.44384,17.7,0.11,331.44333,0.88851
220546.32+005319.2,54239.45036,17.73,0.11,331.44314,0.88864
220546.32+005319.2,54239.45687,17.85,0.11,331.44291,0.88863
220546.32+005319.2,54239.46338,17.68,0.11,331.44315,0.88858
220546.32+005319.2,54247.41109,17.78,0.12,331.44314,0.88871
220546.32+005319.2,54247.4194,17.86,0.12,331.44302,0.88873
220546.32+005319.2,54247.42775,17.83,0.12,331.44315,0.88868
220546.32+005319.2,54247.43607,17.87,0.12,331.443,0.88867
220546.32+005319.2,54420.09142,17.88,0.11,331.44312,0.88874
220546.32+005319.2,54420.09743,17.96,0.11,331.44321,0.88868
220546.32+005319.2,54420.10339,18.04,0.12,331.44307,0.88879
220546.32+005319.2,54420.10939,17.7,0.1,331.44312,0.88874
220546.32+005319.2,54380.1528,17.96,0.11,331.4432,0.88866
220546.32+005319.2,54380.1592,17.79,0.1,331.44304,0.88863
220546.32+005319.2,54380.16562,17.84,0.11,331.44312,0.88869
220546.32+005319.2,54380.17205,17.83,0.1,331.44311,0.88874
220546.32+005319.2,54391.16065,17.71,0.1,331.44314,0.88867
220546.32+005319.2,54391.16877,17.94,0.11,331.44311,0.88866
220546.32+005319.2,54391.17688,17.8,0.1,331.44334,0.88879
220546.32+005319.2,54391.18501,17.99,0.11,331.44315,0.88873
220546.32+005319.2,54404.10014,17.7,0.1,331.44313,0.88865
220546.32+005319.2,54404.10658,17.51,0.09,331.44324,0.88872
220546.32+005319.2,54404.113,17.78,0.1,331.44317,0.88863
220546.32+005319.2,54404.12086,17.7,0.1,331.4432,0.88881
220546.32+005319.2,54348.28523,17.72,0.11,331.4431,0.88857
220546.32+005319.2,54348.29224,17.83,0.13,331.44315,0.88881
220546.32+005319.2,54348.29934,18.01,0.13,331.44335,0.88874
220546.32+005319.2,54348.30653,17.85,0.12,331.44322,0.88859
220546.32+005319.2,54354.22043,17.83,0.11,331.44308,0.88866
220546.32+005319.2,54354.22694,17.85,0.11,331.44311,0.8886
220546.32+005319.2,54354.23347,17.78,0.1,331.44304,0.88856
220546.32+005319.2,54354.23997,17.89,0.11,331.44314,0.88881
220546.32+005319.2,54821.08436,18.0,0.11,331.44299,0.88869
220546.32+005319.2,54821.09045,17.94,0.11,331.4431,0.88865
220546.32+005319.2,54821.09647,18.06,0.11,331.44303,0.88875
220546.32+005319.2,54821.10236,18.03,0.11,331.4431,0.88868
220546.32+005319.2,54648.31711,18.04,0.12,331.44322,0.88869
220546.32+005319.2,54648.32414,17.83,0.11,331.44314,0.88868
220546.32+005319.2,54648.3311,17.88,0.11,331.44314,0.88874
220546.32+005319.2,54648.33808,17.79,0.11,331.44338,0.88868
220546.32+005319.2,54626.38337,17.91,0.11,331.44319,0.88867
220546.32+005319.2,54597.43227,17.94,0.12,331.44306,0.88872
220546.32+005319.2,54597.43938,17.92,0.12,331.44345,0.88859
220546.32+005319.2,54597.44647,17.75,0.13,331.44319,0.88876
220546.32+005319.2,54597.45368,18.31,0.21,331.44366,0.88875
220546.32+005319.2,54790.08882,18.0,0.11,331.44312,0.8887
220546.32+005319.2,54790.09597,17.97,0.11,331.44307,0.88862
220546.32+005319.2,54790.10313,18.06,0.11,331.44304,0.88868
220546.32+005319.2,54790.1104,17.87,0.11,331.44311,0.88866
220546.32+005319.2,54747.18048,17.82,0.1,331.4433,0.88857
220546.32+005319.2,54747.18767,18.01,0.11,331.44319,0.8888
220546.32+005319.2,54747.19501,17.89,0.1,331.44305,0.88869
220546.32+005319.2,54747.20234,17.95,0.11,331.44326,0.88874
220546.32+005319.2,54767.14966,17.95,0.11,331.44312,0.88874
220546.32+005319.2,54767.15872,17.75,0.1,331.44316,0.88856
220546.32+005319.2,54767.16787,17.99,0.11,331.44307,0.88862
220546.32+005319.2,54767.1769,17.82,0.1,331.44323,0.88871
220546.32+005319.2,54729.2906,17.83,0.11,331.44325,0.88878
220546.32+005319.2,54729.29764,18.13,0.12,331.44314,0.88876
220546.32+005319.2,54729.30466,17.67,0.1,331.44336,0.88872
220546.32+005319.2,54729.31169,18.19,0.12,331.4432,0.88877
220546.32+005319.2,55059.32846,17.93,0.1,331.44311,0.88845
220546.32+005319.2,55059.33634,17.92,0.1,331.44307,0.88859
220546.32+005319.2,55059.34417,18.0,0.1,331.44315,0.88867
220546.32+005319.2,55059.35207,17.85,0.1,331.44327,0.88871
220546.32+005319.2,55070.20405,17.81,0.11,331.44325,0.88864
220546.32+005319.2,55070.21132,17.76,0.1,331.44347,0.8885
220546.32+005319.2,55070.21865,17.87,0.11,331.44328,0.88864
220546.32+005319.2,55070.22593,17.92,0.11,331.44299,0.88874
220546.32+005319.2,55183.0651,17.91,0.13,331.44313,0.8886
220546.32+005319.2,55183.07057,17.97,0.13,331.44303,0.88864
220546.32+005319.2,55183.07606,17.84,0.12,331.4431,0.88855
220546.32+005319.2,55183.08141,17.57,0.11,331.443,0.88877
220546.32+005319.2,55040.31384,17.9,0.11,331.4432,0.88869
220546.32+005319.2,55040.31933,17.88,0.11,331.44309,0.88857
220546.32+005319.2,55040.32467,17.82,0.11,331.44312,0.88861
220546.32+005319.2,55040.33018,18.04,0.12,331.44319,0.8887
220546.32+005319.2,55012.36457,17.92,0.14,331.44315,0.8886
220546.32+005319.2,55012.37337,17.64,0.15,331.44308,0.88875
220546.32+005319.2,55012.37773,17.91,0.16,331.44304,0.88861
220546.32+005319.2,54977.42625,17.88,0.11,331.4433,0.88866
220546.32+005319.2,54977.43341,18.02,0.12,331.44324,0.88854
220546.32+005319.2,54977.44066,17.98,0.11,331.44304,0.88875
220546.32+005319.2,54977.44782,17.97,0.11,331.44309,0.88856
220546.32+005319.2,55144.12516,18.1,0.12,331.44299,0.88865
220546.32+005319.2,55144.13298,17.78,0.11,331.44344,0.88861
220546.32+005319.2,55144.14089,17.77,0.1,331.44332,0.8886
220546.32+005319.2,55144.14873,17.91,0.11,331.44316,0.8886
220546.32+005319.2,55118.17757,17.93,0.11,331.44326,0.8886
220546.32+005319.2,55118.1848,17.88,0.11,331.44307,0.88862
220546.32+005319.2,55118.19219,17.99,0.11,331.44296,0.88864
220546.32+005319.2,55118.19941,17.9,0.11,331.44318,0.88858
220546.32+005319.2,55128.12715,18.02,0.11,331.44312,0.88871
220546.32+005319.2,55128.13626,17.95,0.11,331.4431,0.8886
220546.32+005319.2,55128.14538,17.96,0.11,331.44308,0.88864
220546.32+005319.2,55128.1545,17.96,0.11,331.44316,0.8886
220546.32+005319.2,55086.23485,17.99,0.15,331.44311,0.88876
220546.32+005319.2,55086.24432,17.66,0.14,331.44323,0.88869
220546.32+005319.2,55102.15204,18.02,0.11,331.44297,0.88873
220546.32+005319.2,55102.15801,17.74,0.1,331.44317,0.88869
220546.32+005319.2,55102.16399,17.99,0.11,331.44303,0.88864
220546.32+005319.2,55102.17007,18.12,0.12,331.44314,0.88859
220546.32+005319.2,55531.08844,17.63,0.12,331.44318,0.88863
220546.32+005319.2,55531.09926,17.97,0.14,331.44306,0.8886
220546.32+005319.2,55531.10466,17.8,0.13,331.443,0.8886
220546.32+005319.2,55545.09281,17.76,0.13,331.44303,0.88865
220546.32+005319.2,55545.10379,17.81,0.13,331.44301,0.88906
220546.32+005319.2,55545.10921,17.71,0.12,331.44288,0.88871
220546.32+005319.2,55381.31824,17.69,0.1,331.443,0.88864
220546.32+005319.2,55381.32635,17.87,0.11,331.44307,0.88859
220546.32+005319.2,55381.33444,17.8,0.11,331.44335,0.88853
220546.32+005319.2,55381.34256,17.76,0.11,331.44317,0.88859
220546.32+005319.2,55353.39634,17.92,0.11,331.44305,0.88862
220546.32+005319.2,55353.40393,17.91,0.11,331.4431,0.88859
220546.32+005319.2,55353.41148,17.9,0.11,331.44306,0.88865
220546.32+005319.2,55353.41896,17.87,0.11,331.44319,0.88863
220546.32+005319.2,55362.41791,17.79,0.11,331.44316,0.88863
220546.32+005319.2,55362.42362,17.88,0.11,331.44293,0.88868
220546.32+005319.2,55362.42946,17.6,0.1,331.44312,0.88868
220546.32+005319.2,55362.43529,17.81,0.11,331.44306,0.8886
220546.32+005319.2,55367.36769,17.79,0.11,331.44311,0.88866
220546.32+005319.2,55367.37463,17.81,0.11,331.44304,0.88857
220546.32+005319.2,55367.38157,17.91,0.11,331.44311,0.88865
220546.32+005319.2,55367.38845,17.86,0.11,331.44322,0.88869
220546.32+005319.2,55332.446,17.82,0.11,331.44307,0.88856
220546.32+005319.2,55332.44952,17.8,0.11,331.44327,0.88868
220546.32+005319.2,55332.45302,17.74,0.1,331.44322,0.88885
220546.32+005319.2,55332.45653,17.82,0.11,331.44309,0.88873
220546.32+005319.2,55501.12204,17.78,0.1,331.44318,0.88862
220546.32+005319.2,55501.13762,17.64,0.1,331.44319,0.88861
220546.32+005319.2,55501.1454,17.75,0.1,331.44318,0.88872
220546.32+005319.2,55476.11377,17.87,0.11,331.44312,0.88861
220546.32+005319.2,55476.12746,18.04,0.12,331.44313,0.88868
220546.32+005319.2,55476.13433,17.97,0.12,331.44305,0.88874
220546.32+005319.2,55481.08787,17.8,0.11,331.44307,0.88879
220546.32+005319.2,55481.09936,17.87,0.11,331.44314,0.8887
220546.32+005319.2,55481.10509,17.71,0.1,331.4433,0.88866
220546.32+005319.2,55455.25491,17.81,0.1,331.44307,0.88862
220546.32+005319.2,55455.26989,17.83,0.11,331.4431,0.8887
220546.32+005319.2,55455.27731,17.67,0.1,331.44338,0.88857
220546.32+005319.2,55745.37375,17.69,0.11,331.44315,0.88868
220546.32+005319.2,55745.38189,17.72,0.11,331.44313,0.88862
220546.32+005319.2,55745.39002,17.66,0.11,331.44302,0.88867
220546.32+005319.2,55745.39814,17.78,0.11,331.44303,0.88872
220546.32+005319.2,55719.4048,17.86,0.11,331.44313,0.8888
220546.32+005319.2,55719.41059,17.96,0.12,331.44306,0.88878
220546.32+005319.2,55719.41661,17.75,0.11,331.44307,0.88865
220546.32+005319.2,55719.42242,17.7,0.11,331.44299,0.88872
220546.32+005319.2,55694.44919,17.85,0.12,331.44309,0.88867
220546.32+005319.2,55694.45439,17.76,0.12,331.44315,0.88869
220546.32+005319.2,55694.45964,17.72,0.12,331.44314,0.88874
220546.32+005319.2,55694.46488,17.87,0.12,331.44317,0.88865
220546.32+005319.2,53687.13942,17.95,0.11,331.44325,0.88847
220546.32+005319.2,53687.14681,17.75,0.1,331.44299,0.88875
220546.32+005319.2,53687.1542,17.9,0.11,331.44305,0.88866
220546.32+005319.2,53687.16159,18.1,0.12,331.44303,0.88865
220546.32+005319.2,54626.4024,17.97,0.11,331.44302,0.88867
220546.32+005319.2,54626.40965,17.96,0.11,331.44303,0.88865
220546.32+005319.2,54626.41693,17.84,0.11,331.44321,0.88853
220546.32+005319.2,54626.42418,17.85,0.11,331.44323,0.88855
220546.32+005319.2,55086.27992,18.04,0.15,331.44316,0.8886
220546.32+005319.2,55086.28889,17.96,0.14,331.44316,0.88873
220546.32+005319.2,55086.29083,17.96,0.13,331.44312,0.88867
220546.32+005319.2,55086.29281,17.89,0.13,331.44316,0.88864
220546.32+005319.2,55824.17088,17.7,0.1,331.44307,0.88857
220546.32+005319.2,55824.17763,17.82,0.1,331.44326,0.88873
220546.32+005319.2,55824.18443,18.0,0.11,331.44336,0.88854
220546.32+005319.2,55824.1913,17.82,0.1,331.44316,0.88865
220546.32+005319.2,55833.1306,17.78,0.1,331.44308,0.88887
220546.32+005319.2,55833.13575,17.67,0.1,331.44315,0.88856
220546.32+005319.2,55833.14088,17.56,0.1,331.44322,0.88883
220546.32+005319.2,55833.14943,17.88,0.11,331.44289,0.88862
220546.32+005319.2,55851.1237,17.64,0.1,331.44309,0.88871
220546.32+005319.2,55851.13173,17.56,0.1,331.44328,0.88854
220546.32+005319.2,55851.13977,17.72,0.1,331.44312,0.88865
220546.32+005319.2,55851.1479,17.74,0.1,331.44329,0.88867
220546.32+005319.2,55884.11167,17.94,0.12,331.44339,0.88868
220546.32+005319.2,55884.11675,17.6,0.1,331.44304,0.88904
220546.32+005319.2,55884.12187,17.67,0.11,331.44309,0.88872
220546.32+005319.2,55884.12697,17.4,0.11,331.44334,0.88873
220546.32+005319.2,56063.45224,17.81,0.1,331.44304,0.88867
220546.32+005319.2,56063.45696,17.62,0.09,331.44314,0.88877
220546.32+005319.2,56063.46178,17.66,0.09,331.4433,0.88858
220546.32+005319.2,56063.46656,17.75,0.09,331.44325,0.88859
220546.32+005319.2,56069.43002,17.84,0.11,331.44312,0.88871
220546.32+005319.2,56069.4351,17.66,0.1,331.44299,0.88861
220546.32+005319.2,56069.44025,17.75,0.1,331.44332,0.88865
220546.32+005319.2,56069.44541,17.65,0.1,331.44334,0.88865
220546.32+005319.2,56076.43211,17.72,0.11,331.44315,0.88865
220546.32+005319.2,56076.43547,17.82,0.12,331.44306,0.88875
220546.32+005319.2,56076.43881,17.8,0.12,331.4432,0.88861
220546.32+005319.2,56076.44215,17.83,0.12,331.4431,0.88878
220546.32+005319.2,56092.38433,17.73,0.1,331.44301,0.88855
220546.32+005319.2,56092.39288,17.73,0.1,331.443,0.8887
220546.32+005319.2,56092.40152,17.87,0.11,331.44321,0.88869
220546.32+005319.2,56092.4101,17.63,0.1,331.4432,0.88863
220546.32+005319.2,56099.3354,17.71,0.11,331.44327,0.88858
220546.32+005319.2,56099.34388,17.86,0.11,331.44319,0.88876
220546.32+005319.2,56099.35238,17.73,0.11,331.4433,0.88865
220546.32+005319.2,56099.361,17.73,0.11,331.44308,0.88863
220546.32+005319.2,56164.17561,17.71,0.11,331.44309,0.88869
220546.32+005319.2,56164.18078,17.73,0.11,331.44314,0.88875
220546.32+005319.2,56164.18594,17.8,0.11,331.44313,0.88865
220546.32+005319.2,56164.19116,17.62,0.1,331.44347,0.88862
220546.32+005319.2,56183.19126,17.69,0.09,331.44317,0.88876
220546.32+005319.2,56183.19828,17.73,0.09,331.44309,0.88866
220546.32+005319.2,56183.20535,17.73,0.09,331.4433,0.88877
220546.32+005319.2,56183.21249,17.85,0.1,331.44311,0.88874
220546.32+005319.2,56191.26467,17.76,0.11,331.44314,0.88875
220546.32+005319.2,56191.26973,17.74,0.11,331.44312,0.8887
220546.32+005319.2,56191.27487,17.65,0.1,331.44331,0.88859
220546.32+005319.2,56191.27996,17.7,0.1,331.4431,0.88868
220546.32+005319.2,56205.165,17.77,0.11,331.44306,0.88877
220546.32+005319.2,56205.1722,17.76,0.11,331.44303,0.88875
220546.32+005319.2,56205.17947,17.84,0.11,331.44317,0.8888
220546.32+005319.2,56205.18767,17.81,0.11,331.44306,0.8887
220546.32+005319.2,56216.15305,17.67,0.1,331.44319,0.88861
220546.32+005319.2,56216.15866,17.78,0.11,331.44316,0.88868
220546.32+005319.2,56216.16428,17.72,0.1,331.44317,0.88864
220546.32+005319.2,56216.16988,17.81,0.11,331.44312,0.88873
220546.32+005319.2,56255.17937,17.77,0.1,331.44312,0.88871
220546.32+005319.2,56255.18655,17.77,0.1,331.443,0.88866
220546.32+005319.2,56255.19381,17.74,0.1,331.44318,0.88869
220546.32+005319.2,56255.20103,17.92,0.1,331.443,0.88868
220546.32+005319.2,56419.45558,17.86,0.11,331.44319,0.88874
220546.32+005319.2,56419.45782,17.88,0.11,331.44314,0.88878
220546.32+005319.2,56419.46008,17.56,0.1,331.443,0.88865
220546.32+005319.2,56419.46232,17.73,0.11,331.44336,0.88868
220546.32+005319.2,56446.39606,17.85,0.11,331.44331,0.88875
220546.32+005319.2,56446.40284,17.82,0.11,331.44305,0.88881
220546.32+005319.2,56446.40974,17.85,0.11,331.44326,0.88868
220546.32+005319.2,56446.41668,17.79,0.11,331.44313,0.88864
220546.32+005319.2,56453.40802,17.84,0.11,331.44298,0.88868
220546.32+005319.2,56453.41312,17.76,0.11,331.44318,0.88872
220546.32+005319.2,56453.41827,17.75,0.11,331.44305,0.88871
220546.32+005319.2,56453.42335,17.81,0.11,331.44329,0.88871
220546.32+005319.2,56462.36347,17.85,0.11,331.44303,0.88885
220546.32+005319.2,56462.36857,17.83,0.11,331.44304,0.88877
220546.32+005319.2,56462.37365,17.73,0.11,331.44324,0.88876
220546.32+005319.2,56462.37879,17.89,0.11,331.4431,0.88873
220546.32+005319.2,56486.32561,17.91,0.12,331.4431,0.88873
220546.32+005319.2,56486.33238,17.81,0.12,331.44306,0.88869
220546.32+005319.2,56486.33913,17.86,0.12,331.44303,0.88869
220546.32+005319.2,56486.34592,17.9,0.13,331.44319,0.88876
220546.32+005319.2,56513.41399,17.55,0.1,331.44323,0.8887
220546.32+005319.2,56513.42352,17.8,0.11,331.44321,0.88871
220546.32+005319.2,56513.43291,18.02,0.12,331.44312,0.88874
220546.32+005319.2,56513.44228,17.73,0.11,331.44314,0.88868
220546.32+005319.2,56537.16243,17.62,0.11,331.44304,0.88856
220546.32+005319.2,56537.17082,17.97,0.12,331.4431,0.8887
220546.32+005319.2,56537.17919,17.78,0.11,331.44319,0.88874
220546.32+005319.2,56537.18761,17.97,0.12,331.44308,0.88866
220546.32+005319.2,56563.26854,17.77,0.1,331.44325,0.88869
220546.32+005319.2,56563.27475,17.71,0.1,331.44322,0.88865
220546.32+005319.2,56563.28095,17.81,0.11,331.44313,0.88865
220546.32+005319.2,56563.28724,17.83,0.11,331.44312,0.88863
220546.32+005319.2,56571.21062,17.75,0.1,331.44317,0.88865
220546.32+005319.2,56571.21678,17.7,0.1,331.44301,0.88871
220546.32+005319.2,56571.22297,17.73,0.1,331.44327,0.88876
220546.32+005319.2,56571.22923,17.9,0.11,331.44308,0.8887
220546.32+005319.2,56588.16289,17.85,0.11,331.4432,0.88874
220546.32+005319.2,56588.16895,17.87,0.11,331.44309,0.88878
