source_name,MJD,mag,mag_err,RA,DEC
075005.28+292944.3,55146.45313,19.88,0.26,117.5201,29.49303
075005.28+292944.3,55146.46045,19.26,0.2,117.51966,29.4932
075005.28+292944.3,55295.11873,19.59,0.27,117.5196,29.4929
075005.28+292944.3,55295.12865,19.93,0.33,117.52006,29.49307
075005.28+292944.3,55295.13359,19.94,0.33,117.51961,29.49288
075005.28+292944.3,55534.36896,19.19,0.16,117.5199,29.49303
075005.28+292944.3,55534.38577,20.0,0.24,117.51974,29.49312
075005.28+292944.3,55534.39414,19.47,0.2,117.51993,29.49287
075005.28+292944.3,55539.34608,19.06,0.17,117.51994,29.49316
075005.28+292944.3,55539.36129,19.27,0.19,117.51983,29.49312
075005.28+292944.3,55539.3688,19.24,0.19,117.51972,29.49297
075005.28+292944.3,55545.32626,19.63,0.29,117.51948,29.49312
075005.28+292944.3,55236.21213,19.61,0.22,117.51974,29.49306
075005.28+292944.3,55242.14169,20.07,0.28,117.51981,29.49247
075005.28+292944.3,55242.15028,19.73,0.24,117.51979,29.49282
075005.28+292944.3,55242.15887,19.31,0.19,117.5197,29.49289
075005.28+292944.3,55242.16745,19.96,0.26,117.5195,29.49293
075005.28+292944.3,55202.23371,19.57,0.21,117.5196,29.4931
075005.28+292944.3,55208.30059,19.5,0.21,117.51952,29.49292
075005.28+292944.3,55208.31448,19.69,0.23,117.51974,29.49305
075005.28+292944.3,55208.32144,19.4,0.2,117.51967,29.49299
075005.28+292944.3,55260.19353,19.75,0.24,117.51974,29.49293
075005.28+292944.3,55260.19807,19.52,0.21,117.51949,29.49306
075005.28+292944.3,55260.20264,19.98,0.27,117.5198,29.49323
075005.28+292944.3,55260.20719,20.02,0.27,117.51966,29.49312
075005.28+292944.3,55276.13194,20.45,0.37,117.51963,29.49276
075005.28+292944.3,55276.13898,19.6,0.22,117.51987,29.49282
075005.28+292944.3,55276.14592,20.44,0.34,117.5199,29.49256
075005.28+292944.3,55276.15287,19.32,0.21,117.51925,29.49282
075005.28+292944.3,55572.32809,19.53,0.21,117.51968,29.49307
075005.28+292944.3,55572.33966,20.0,0.27,117.51976,29.493
075005.28+292944.3,55572.34546,20.04,0.28,117.52006,29.49324
075005.28+292944.3,55587.32563,19.22,0.18,117.51993,29.49322
075005.28+292944.3,55587.33252,19.01,0.17,117.52011,29.49315
075005.28+292944.3,55587.33938,19.44,0.21,117.52003,29.49293
075005.28+292944.3,55587.34631,19.48,0.21,117.51982,29.49314
075005.28+292944.3,55202.24655,19.41,0.2,117.51959,29.49284
075005.28+292944.3,55202.25229,19.67,0.22,117.51993,29.4929
075005.28+292944.3,55202.25804,19.38,0.21,117.51935,29.49291
075005.28+292944.3,55202.26376,19.47,0.2,117.51988,29.49297
075005.28+292944.3,55861.44593,19.8,0.24,117.51958,29.49307
075005.28+292944.3,55861.4528,19.63,0.22,117.52005,29.49287
075005.28+292944.3,55861.45965,19.55,0.21,117.51977,29.49285
075005.28+292944.3,55861.46663,19.13,0.17,117.51989,29.4932
075005.28+292944.3,55832.4827,19.81,0.25,117.52004,29.49271
075005.28+292944.3,55832.48777,19.54,0.22,117.52009,29.49292
075005.28+292944.3,55919.22083,19.79,0.25,117.51997,29.49301
075005.28+292944.3,55919.22881,19.21,0.19,117.52018,29.49301
075005.28+292944.3,55919.23686,19.64,0.23,117.51979,29.4932
075005.28+292944.3,55919.24487,20.17,0.3,117.51947,29.49289
075005.28+292944.3,56246.39447,19.78,0.28,117.51995,29.49296
075005.28+292944.3,56246.40295,19.53,0.23,117.52005,29.49277
075005.28+292944.3,56246.41144,19.92,0.3,117.51948,29.49295
075005.28+292944.3,56246.41991,20.0,0.3,117.51986,29.49293
075005.28+292944.3,56281.30381,19.74,0.24,117.52004,29.49295
075005.28+292944.3,56281.31223,19.28,0.19,117.51983,29.49297
075005.28+292944.3,56281.3208,19.75,0.24,117.51992,29.49302
075005.28+292944.3,56281.32935,19.54,0.21,117.51976,29.49315
075005.28+292944.3,56307.26267,19.49,0.18,117.5196,29.49297
075005.28+292944.3,56307.26879,19.68,0.2,117.51976,29.49296
075005.28+292944.3,56307.27497,19.69,0.2,117.51957,29.49306
075005.28+292944.3,56307.28119,19.45,0.18,117.52005,29.49312
075005.28+292944.3,56340.18357,19.44,0.21,117.52007,29.49314
075005.28+292944.3,56340.18971,19.22,0.18,117.51981,29.49294
075005.28+292944.3,56340.19586,19.05,0.17,117.52,29.4929
075005.28+292944.3,56340.20201,19.45,0.21,117.51985,29.49308
075005.28+292944.3,56368.11239,19.74,0.24,117.51978,29.49289
075005.28+292944.3,56368.11916,19.38,0.2,117.51945,29.49296
075005.28+292944.3,56368.12594,20.03,0.28,117.52004,29.49283
075005.28+292944.3,56368.13273,19.31,0.2,117.51973,29.49311
075005.28+292944.3,56560.44481,19.07,0.18,117.51948,29.4928
075005.28+292944.3,56560.45826,19.82,0.25,117.51971,29.49297
075005.28+292944.3,53733.31437,20.38,0.33,117.51952,29.49845
075005.28+292944.3,54082.36147,21.12,0.49,117.51988,29.49859
075005.28+292944.3,53794.19671,21.16,0.54,117.51962,29.49874
075005.28+292944.3,53740.32302,21.28,0.55,117.51916,29.49873
075005.28+292944.3,53753.24069,19.75,0.24,117.51989,29.49969
075005.28+292944.3,53753.25999,20.32,0.32,117.51959,29.49864
075005.28+292944.3,53759.27438,21.12,0.51,117.52051,29.49832
075005.28+292944.3,54139.14256,20.69,0.39,117.51964,29.49862
075005.28+292944.3,54502.22398,20.58,0.36,117.52032,29.49874
075005.28+292944.3,54535.2529,20.56,0.36,117.51994,29.49881
075005.28+292944.3,54535.25958,20.52,0.35,117.52007,29.49922
075005.28+292944.3,54554.19133,20.28,0.31,117.51895,29.49858
075005.28+292944.3,54833.24278,20.65,0.37,117.52046,29.49853
075005.28+292944.3,54833.24768,20.93,0.43,117.52022,29.49873
075005.28+292944.3,54833.25253,20.39,0.32,117.51997,29.49861
075005.28+292944.3,54833.25741,20.23,0.29,117.51994,29.4986
075005.28+292944.3,54909.12391,19.66,0.22,117.51972,29.49897
075005.28+292944.3,55146.44367,19.97,0.28,117.51948,29.49852
075005.28+292944.3,55146.45313,20.52,0.37,117.52011,29.49855
075005.28+292944.3,55534.39414,20.39,0.32,117.51995,29.49884
075005.28+292944.3,55208.32144,20.2,0.3,117.51982,29.49844
075005.28+292944.3,55260.19807,21.05,0.48,117.51995,29.49911
075005.28+292944.3,55202.25804,20.29,0.33,117.51964,29.49894
075005.28+292944.3,55832.47756,20.5,0.36,117.52045,29.49816
075005.28+292944.3,55832.4827,20.66,0.39,117.52021,29.49881
075005.28+292944.3,56307.26879,20.54,0.31,117.51933,29.49902
075005.28+292944.3,56340.20201,20.27,0.31,117.51984,29.49869
075005.28+292944.3,56368.11239,19.9,0.26,117.52009,29.49844
075005.28+292944.3,56368.12594,20.14,0.3,117.52002,29.4987
075005.28+292944.3,53470.14115,18.25,0.13,117.52186,29.49563
075005.28+292944.3,53470.14843,18.18,0.13,117.52199,29.49555
075005.28+292944.3,53470.15576,18.13,0.12,117.52206,29.49555
075005.28+292944.3,53470.16309,18.24,0.13,117.522,29.4956
075005.28+292944.3,53479.17808,18.27,0.13,117.52194,29.49553
075005.28+292944.3,53479.18345,18.18,0.12,117.522,29.49584
075005.28+292944.3,53479.18884,18.52,0.14,117.52201,29.49573
075005.28+292944.3,53479.19424,18.25,0.13,117.52194,29.49553
075005.28+292944.3,53490.13218,18.01,0.11,117.52177,29.49568
075005.28+292944.3,53490.13871,18.26,0.12,117.52215,29.49566
075005.28+292944.3,53490.14522,18.31,0.12,117.52192,29.49567
075005.28+292944.3,53490.15173,18.02,0.11,117.52213,29.49557
075005.28+292944.3,53725.23517,17.98,0.11,117.52204,29.49565
075005.28+292944.3,53725.24319,18.06,0.11,117.52185,29.49563
075005.28+292944.3,53725.25122,17.9,0.11,117.52198,29.49555
075005.28+292944.3,53725.25924,18.2,0.12,117.52215,29.49574
075005.28+292944.3,53730.37288,18.16,0.12,117.52198,29.49577
075005.28+292944.3,53730.37856,18.2,0.13,117.52198,29.49565
075005.28+292944.3,53730.39256,18.1,0.12,117.52203,29.49574
075005.28+292944.3,53730.39823,17.98,0.11,117.522,29.49567
075005.28+292944.3,53731.36237,18.3,0.12,117.52195,29.49568
075005.28+292944.3,53731.37136,17.92,0.11,117.52159,29.49514
075005.28+292944.3,53731.37996,18.12,0.12,117.52191,29.49578
075005.28+292944.3,53731.38875,17.99,0.11,117.52169,29.49534
075005.28+292944.3,53733.30649,18.32,0.12,117.52193,29.49566
075005.28+292944.3,53733.31437,18.23,0.12,117.52188,29.49556
075005.28+292944.3,53733.32213,18.25,0.12,117.52194,29.49559
075005.28+292944.3,53733.32995,18.05,0.11,117.52207,29.49568
075005.28+292944.3,53702.42834,18.12,0.12,117.52208,29.49558
075005.28+292944.3,53702.43379,18.04,0.11,117.52198,29.49561
075005.28+292944.3,53702.4392,18.32,0.13,117.52198,29.49577
075005.28+292944.3,53702.44458,18.26,0.12,117.52189,29.49561
075005.28+292944.3,53645.47018,18.22,0.13,117.52206,29.49558
075005.28+292944.3,53645.4767,18.29,0.13,117.522,29.49562
075005.28+292944.3,53645.48321,18.02,0.12,117.52184,29.49556
075005.28+292944.3,53645.48973,17.97,0.12,117.52201,29.49562
075005.28+292944.3,53657.42068,17.82,0.11,117.522,29.49562
075005.28+292944.3,53657.42513,18.05,0.12,117.52162,29.49538
075005.28+292944.3,53657.42945,18.16,0.13,117.52203,29.49557
075005.28+292944.3,53657.43375,18.18,0.13,117.52216,29.49574
075005.28+292944.3,53669.4672,18.17,0.12,117.522,29.49572
075005.28+292944.3,53669.47418,18.07,0.11,117.52212,29.49575
075005.28+292944.3,53669.48116,18.22,0.12,117.52202,29.49558
075005.28+292944.3,53669.48815,18.09,0.11,117.52198,29.49557
075005.28+292944.3,53849.1251,18.22,0.12,117.52214,29.49555
075005.28+292944.3,53849.13171,17.98,0.11,117.52189,29.49569
075005.28+292944.3,53849.13822,18.25,0.13,117.52184,29.49567
075005.28+292944.3,53849.14469,18.29,0.13,117.52198,29.49554
075005.28+292944.3,54080.50247,18.46,0.34,117.52187,29.49543
075005.28+292944.3,54080.50347,18.31,0.31,117.52203,29.4955
075005.28+292944.3,54080.50448,18.04,0.27,117.52192,29.49577
075005.28+292944.3,54082.34809,17.83,0.1,117.52149,29.49523
075005.28+292944.3,54082.35481,18.2,0.12,117.52196,29.49571
075005.28+292944.3,54082.36147,18.26,0.12,117.52203,29.49568
075005.28+292944.3,54082.36809,18.16,0.12,117.52193,29.49554
075005.28+292944.3,54092.41165,18.1,0.11,117.52197,29.49556
075005.28+292944.3,54092.41648,18.18,0.11,117.52201,29.49563
075005.28+292944.3,54092.42133,18.21,0.12,117.52189,29.49569
075005.28+292944.3,54092.42618,18.32,0.12,117.52195,29.49565
075005.28+292944.3,53794.18478,18.01,0.11,117.52195,29.49571
075005.28+292944.3,53794.19076,18.11,0.12,117.52204,29.49565
075005.28+292944.3,53794.19671,18.3,0.13,117.52201,29.49567
075005.28+292944.3,53794.20264,18.18,0.12,117.52184,29.49558
075005.28+292944.3,53740.2929,18.08,0.11,117.52212,29.49576
075005.28+292944.3,53740.30294,18.14,0.12,117.52203,29.49568
075005.28+292944.3,53740.313,18.03,0.11,117.5222,29.49573
075005.28+292944.3,53740.32302,18.21,0.12,117.52202,29.49563
075005.28+292944.3,53753.24069,18.25,0.12,117.52206,29.4958
075005.28+292944.3,53753.24717,18.0,0.11,117.52173,29.49549
075005.28+292944.3,53753.25359,18.12,0.12,117.52199,29.49561
075005.28+292944.3,53753.25999,17.79,0.1,117.52142,29.49518
075005.28+292944.3,53759.27011,17.78,0.1,117.52207,29.49576
075005.28+292944.3,53759.27438,18.28,0.12,117.52196,29.49559
075005.28+292944.3,53759.27867,17.69,0.11,117.52142,29.49518
075005.28+292944.3,53759.283,18.27,0.12,117.52201,29.49568
075005.28+292944.3,53862.1667,17.91,0.11,117.52137,29.49527
075005.28+292944.3,53862.17377,17.82,0.11,117.52188,29.49569
075005.28+292944.3,53862.18084,18.16,0.13,117.52209,29.49577
075005.28+292944.3,53862.18817,18.26,0.13,117.52202,29.49573
075005.28+292944.3,53866.1472,18.1,0.31,117.5222,29.4958
075005.28+292944.3,53866.14882,18.11,0.31,117.52176,29.49578
075005.28+292944.3,53866.14957,18.1,0.31,117.52196,29.49583
075005.28+292944.3,54060.39031,18.18,0.11,117.52207,29.49561
075005.28+292944.3,54060.39686,18.23,0.12,117.52185,29.49574
075005.28+292944.3,54060.40339,18.15,0.11,117.52186,29.49559
075005.28+292944.3,54060.40996,18.28,0.12,117.52205,29.49582
075005.28+292944.3,54027.39432,17.92,0.1,117.52155,29.49515
075005.28+292944.3,54027.40354,18.24,0.12,117.52197,29.4956
075005.28+292944.3,54027.41284,18.15,0.11,117.52195,29.49557
075005.28+292944.3,54027.42213,18.46,0.13,117.52196,29.49558
075005.28+292944.3,54036.40307,18.16,0.12,117.52197,29.49568
075005.28+292944.3,54036.41006,17.85,0.12,117.522,29.49575
075005.28+292944.3,54036.417,18.27,0.14,117.52205,29.49546
075005.28+292944.3,54036.42397,18.35,0.13,117.52196,29.49564
075005.28+292944.3,54464.32349,18.02,0.11,117.52208,29.49566
075005.28+292944.3,54464.32996,18.19,0.12,117.52201,29.49561
075005.28+292944.3,54464.33644,18.03,0.11,117.52196,29.49559
075005.28+292944.3,54464.34296,18.01,0.11,117.52202,29.49576
075005.28+292944.3,54139.12633,18.1,0.12,117.52188,29.49556
075005.28+292944.3,54139.13172,18.24,0.12,117.52229,29.49563
075005.28+292944.3,54139.13714,18.23,0.12,117.52198,29.49557
075005.28+292944.3,54139.14256,18.19,0.12,117.52201,29.49568
075005.28+292944.3,54108.33285,17.91,0.11,117.52195,29.49568
075005.28+292944.3,54108.33986,18.06,0.11,117.52201,29.49553
075005.28+292944.3,54108.34689,18.17,0.12,117.52192,29.49559
075005.28+292944.3,54108.35393,17.96,0.11,117.52163,29.49526
075005.28+292944.3,54174.14005,18.07,0.11,117.52205,29.49557
075005.28+292944.3,54174.14543,18.11,0.11,117.522,29.49553
075005.28+292944.3,54174.15082,18.04,0.11,117.52186,29.49561
075005.28+292944.3,54174.1562,18.17,0.11,117.5219,29.49562
075005.28+292944.3,54410.40056,18.38,0.15,117.52202,29.49569
075005.28+292944.3,54410.40544,18.22,0.14,117.52204,29.49583
075005.28+292944.3,54410.41031,18.47,0.15,117.52205,29.49582
075005.28+292944.3,54410.41519,17.89,0.11,117.52174,29.49527
075005.28+292944.3,54380.42525,18.31,0.12,117.52207,29.49565
075005.28+292944.3,54380.43256,18.15,0.11,117.52181,29.49562
075005.28+292944.3,54380.43982,18.36,0.12,117.52196,29.4958
075005.28+292944.3,54380.44705,18.1,0.11,117.52189,29.49557
075005.28+292944.3,54386.41462,17.78,0.1,117.52145,29.4952
075005.28+292944.3,54386.42168,18.02,0.11,117.52202,29.49581
075005.28+292944.3,54386.42874,18.06,0.11,117.52204,29.49577
075005.28+292944.3,54386.43575,18.17,0.11,117.52205,29.49572
075005.28+292944.3,54353.48271,17.97,0.13,117.52211,29.49549
075005.28+292944.3,54572.14705,18.01,0.11,117.52198,29.4958
075005.28+292944.3,54572.15581,17.82,0.1,117.52159,29.49552
075005.28+292944.3,54572.16454,18.16,0.12,117.52227,29.49578
075005.28+292944.3,54572.17331,17.81,0.1,117.52166,29.49562
075005.28+292944.3,54582.12998,17.99,0.13,117.5221,29.49584
075005.28+292944.3,54582.13505,18.24,0.15,117.52186,29.49561
075005.28+292944.3,54582.14022,18.12,0.14,117.52176,29.49581
075005.28+292944.3,54582.1453,17.95,0.13,117.52181,29.49531
075005.28+292944.3,54502.22398,18.04,0.11,117.52199,29.49571
075005.28+292944.3,54502.22923,18.03,0.11,117.52205,29.49575
075005.28+292944.3,54502.23445,17.76,0.1,117.52199,29.49559
075005.28+292944.3,54502.2397,17.99,0.11,117.52196,29.49569
075005.28+292944.3,54508.26173,17.77,0.1,117.52152,29.49524
075005.28+292944.3,54508.26833,18.08,0.11,117.52191,29.49566
075005.28+292944.3,54508.2749,17.77,0.1,117.52148,29.49529
075005.28+292944.3,54508.28149,17.78,0.1,117.52175,29.49532
075005.28+292944.3,54523.21634,17.97,0.11,117.52167,29.49528
075005.28+292944.3,54523.22364,17.86,0.1,117.5215,29.49523
075005.28+292944.3,54523.23088,18.06,0.11,117.52188,29.49574
075005.28+292944.3,54523.23811,18.08,0.11,117.52206,29.49567
075005.28+292944.3,54495.19476,17.86,0.1,117.52162,29.49542
075005.28+292944.3,54495.20125,17.96,0.11,117.52163,29.49522
075005.28+292944.3,54495.20773,18.05,0.11,117.5221,29.49573
075005.28+292944.3,54495.21425,17.82,0.1,117.52158,29.49534
075005.28+292944.3,54535.23949,18.16,0.12,117.52202,29.49561
075005.28+292944.3,54535.24618,18.0,0.11,117.52203,29.49568
075005.28+292944.3,54535.2529,18.12,0.11,117.52181,29.49555
075005.28+292944.3,54535.25958,17.85,0.1,117.52148,29.49534
075005.28+292944.3,54554.19133,18.06,0.11,117.52206,29.4957
075005.28+292944.3,54554.19861,18.15,0.12,117.52191,29.49571
075005.28+292944.3,54554.20589,18.24,0.12,117.52193,29.49566
075005.28+292944.3,54554.21319,18.05,0.11,117.52201,29.49569
075005.28+292944.3,54741.47284,17.77,0.1,117.52196,29.49535
075005.28+292944.3,54741.4802,18.19,0.12,117.52205,29.49577
075005.28+292944.3,54741.48757,17.99,0.11,117.52228,29.49566
075005.28+292944.3,54741.49483,17.8,0.1,117.52194,29.49568
075005.28+292944.3,54833.24278,18.08,0.11,117.52195,29.49568
075005.28+292944.3,54833.24768,18.13,0.11,117.52208,29.49567
075005.28+292944.3,54833.25253,18.05,0.11,117.52199,29.49566
075005.28+292944.3,54833.25741,17.96,0.11,117.52196,29.4956
075005.28+292944.3,54833.26223,17.9,0.1,117.52192,29.49569
075005.28+292944.3,54909.10757,18.12,0.11,117.52196,29.49561
075005.28+292944.3,54909.11309,18.04,0.11,117.522,29.4956
075005.28+292944.3,54909.11848,18.06,0.11,117.52201,29.49568
075005.28+292944.3,54909.12391,18.17,0.11,117.522,29.49558
075005.28+292944.3,55146.43645,18.04,0.12,117.52202,29.49562
075005.28+292944.3,55146.44367,17.84,0.11,117.52209,29.49564
075005.28+292944.3,55146.45313,17.93,0.11,117.52195,29.49576
075005.28+292944.3,55146.46045,17.83,0.11,117.52198,29.49575
075005.28+292944.3,55295.11873,18.12,0.14,117.5221,29.49581
075005.28+292944.3,55295.12371,17.81,0.12,117.52161,29.49524
075005.28+292944.3,55295.12865,17.98,0.13,117.5218,29.49556
075005.28+292944.3,55295.13359,17.88,0.12,117.52197,29.49551
075005.28+292944.3,55534.36896,18.24,0.11,117.52199,29.49564
075005.28+292944.3,55534.38577,18.19,0.11,117.52201,29.49568
075005.28+292944.3,55534.39414,18.11,0.11,117.5221,29.49591
075005.28+292944.3,55539.34608,18.16,0.12,117.52202,29.4957
075005.28+292944.3,55539.36129,18.18,0.12,117.52198,29.49572
075005.28+292944.3,55539.3688,18.13,0.12,117.52193,29.49565
075005.28+292944.3,55545.30252,17.93,0.13,117.52164,29.4953
075005.28+292944.3,55545.31837,17.93,0.13,117.52166,29.49553
075005.28+292944.3,55545.32626,18.02,0.13,117.52202,29.49575
075005.28+292944.3,55236.21213,17.8,0.1,117.522,29.49562
075005.28+292944.3,55242.14169,17.71,0.1,117.52179,29.49546
075005.28+292944.3,55242.15028,17.97,0.11,117.52186,29.49558
075005.28+292944.3,55242.15887,17.95,0.11,117.52187,29.49559
075005.28+292944.3,55242.16745,17.84,0.1,117.52195,29.49559
075005.28+292944.3,55202.23371,17.88,0.1,117.52191,29.49561
075005.28+292944.3,55208.30059,17.86,0.1,117.52198,29.49568
075005.28+292944.3,55208.30754,17.68,0.1,117.52148,29.49536
075005.28+292944.3,55208.31448,17.98,0.11,117.52198,29.49556
075005.28+292944.3,55208.32144,17.86,0.1,117.52203,29.49561
075005.28+292944.3,55260.19353,18.0,0.11,117.5219,29.49568
075005.28+292944.3,55260.19807,17.98,0.11,117.52194,29.49564
075005.28+292944.3,55260.20264,17.96,0.11,117.52203,29.4957
075005.28+292944.3,55260.20719,17.83,0.1,117.52186,29.49567
075005.28+292944.3,55276.13194,17.8,0.11,117.52178,29.49562
075005.28+292944.3,55276.13898,17.97,0.11,117.52198,29.49558
075005.28+292944.3,55276.14592,17.89,0.11,117.52189,29.49565
075005.28+292944.3,55276.15287,18.12,0.12,117.52186,29.49563
075005.28+292944.3,55572.32809,17.94,0.11,117.52207,29.4958
075005.28+292944.3,55572.33385,17.84,0.1,117.52152,29.49522
075005.28+292944.3,55572.33966,18.19,0.12,117.52202,29.49571
075005.28+292944.3,55572.34546,18.04,0.11,117.52206,29.4957
075005.28+292944.3,55587.32563,18.13,0.12,117.52205,29.49571
075005.28+292944.3,55587.33252,18.1,0.11,117.52202,29.49582
075005.28+292944.3,55587.33938,18.21,0.12,117.52207,29.49579
075005.28+292944.3,55587.34631,18.12,0.12,117.52205,29.49579
075005.28+292944.3,55202.24655,17.79,0.1,117.52193,29.49555
075005.28+292944.3,55202.25229,17.82,0.1,117.52199,29.49564
075005.28+292944.3,55202.25804,17.96,0.11,117.52212,29.4956
075005.28+292944.3,55202.26376,17.83,0.1,117.5219,29.49568
075005.28+292944.3,55861.44593,18.04,0.11,117.52202,29.49564
075005.28+292944.3,55861.4528,17.9,0.11,117.52201,29.4955
075005.28+292944.3,55861.45965,18.06,0.11,117.522,29.49562
075005.28+292944.3,55861.46663,18.06,0.11,117.52216,29.49564
075005.28+292944.3,55832.47756,17.83,0.11,117.52224,29.49566
075005.28+292944.3,55832.4827,18.1,0.12,117.52204,29.49552
075005.28+292944.3,55832.48777,17.95,0.11,117.5221,29.49566
075005.28+292944.3,55832.49288,17.93,0.11,117.52202,29.49585
075005.28+292944.3,55919.22083,18.22,0.12,117.52215,29.4957
075005.28+292944.3,55919.22881,18.06,0.11,117.52206,29.49566
075005.28+292944.3,55919.23686,18.05,0.11,117.52196,29.4956
075005.28+292944.3,55919.24487,18.06,0.11,117.52215,29.49561
075005.28+292944.3,56246.39447,18.21,0.13,117.52201,29.49568
075005.28+292944.3,56246.40295,18.34,0.14,117.52208,29.49564
075005.28+292944.3,56246.41144,18.17,0.13,117.52185,29.49569
075005.28+292944.3,56246.41991,18.06,0.12,117.52188,29.49566
075005.28+292944.3,56281.30381,18.13,0.12,117.52204,29.49562
075005.28+292944.3,56281.31223,18.21,0.12,117.52188,29.49569
075005.28+292944.3,56281.3208,18.15,0.12,117.52208,29.49568
