MJD,m,dm,F,source_name,RA,DEC
59075.341849,17.891,0.045,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59077.315712,19.936,0.23,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59077.318937,17.872,0.031,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59077.325904,17.969,0.041,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59077.338927,17.642,0.028,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59079.275374,17.984,0.043,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59079.292365,18.018,0.049,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59079.297632,18.022,0.049,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59079.313333,18.243,0.059,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59083.241331,17.697,0.043,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59083.24453,17.839,0.04,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59083.25104,17.823,0.032,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59083.27176,18.087,0.051,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59085.263405,17.489,0.038,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59085.266679,17.445,0.03,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59085.280573,17.468,0.036,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59085.291243,17.49,0.04,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59087.247343,17.485,0.037,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59087.250569,17.4,0.039,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59087.257914,17.211,0.033,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59087.269969,17.298,0.034,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59089.302149,17.547,0.038,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59089.305377,17.748,0.048,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59089.31091,17.413,0.036,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59089.324332,17.262,0.031,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59093.266786,17.359,0.044,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59093.274459,17.311,0.047,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59093.292666,17.802,0.062,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59093.295664,17.88,0.076,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59095.23179,17.264,0.04,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59095.238849,17.392,0.043,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59095.243976,17.457,0.051,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59095.259144,17.58,0.068,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59097.28829,17.655,0.053,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59097.291513,17.336,0.036,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59097.30305,17.597,0.051,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59097.311363,17.626,0.063,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59101.235394,17.235,0.025,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59101.238238,17.457,0.027,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59101.254344,17.796,0.038,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59101.25853,17.301,0.024,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59103.28651,17.974,0.045,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59103.289728,17.806,0.037,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59103.295269,17.833,0.038,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59103.305389,17.962,0.043,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59105.268189,17.235,0.119,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59105.272797,17.299,0.093,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59105.278805,17.221,0.097,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59105.282961,17.363,0.056,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59105.286182,17.769,0.062,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59105.289874,17.581,0.058,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59105.294951,19.881,0.301,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59105.306039,17.417,0.045,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59107.282038,18.081,0.054,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59107.285723,18.123,0.056,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59107.291243,17.897,0.042,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59107.304148,17.888,0.047,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59109.228793,17.443,0.031,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59109.231598,17.373,0.028,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59109.237396,17.679,0.042,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59109.252706,17.518,0.039,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59113.248331,17.104,0.048,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59113.251565,17.434,0.045,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59113.258939,17.234,0.032,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59113.271858,17.185,0.032,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59121.247867,17.004,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59121.251627,17.088,0.035,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59121.259478,17.113,0.032,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59121.270101,17.047,0.034,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59123.241112,17.255,0.048,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59123.244318,16.886,0.033,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59123.249856,17.185,0.043,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59123.250314,17.738,0.08,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59123.253542,17.513,0.066,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59123.259522,17.476,0.083,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59123.260893,17.448,0.059,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59123.271517,17.549,0.068,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59129.225254,17.181,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59129.229427,17.412,0.034,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59129.234954,17.181,0.028,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59129.248778,17.201,0.026,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59131.221104,18.028,0.054,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59131.224316,17.744,0.043,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59131.231239,17.757,0.043,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59131.243182,17.615,0.037,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59133.232134,17.107,0.028,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59133.237309,17.658,0.038,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59133.249177,17.136,0.033,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59133.2544,17.516,0.05,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59137.219322,17.031,0.03,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59137.223924,17.265,0.031,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59137.229924,17.687,0.051,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59137.240089,17.352,0.04,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59139.215772,17.578,0.037,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59139.219435,17.817,0.043,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59139.227228,18.061,0.056,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59139.2373,17.927,0.043,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59147.198781,17.261,0.106,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59147.201984,17.647,0.092,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59147.209308,17.041,0.042,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59147.21938,17.45,0.062,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59216.64299,16.942,0.047,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59216.644372,16.818,0.037,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59216.648513,16.939,0.041,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59216.649885,16.751,0.034,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59216.661631,16.738,0.034,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59216.666156,16.712,0.031,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59216.669411,16.797,0.038,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59216.672385,16.698,0.038,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59231.651896,17.39,0.026,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59231.65791,17.296,0.025,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59231.665792,17.061,0.024,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59242.641665,16.666,0.025,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59242.649699,16.604,0.027,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59242.660514,16.589,0.024,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59242.666987,16.874,0.034,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59245.604369,16.659,0.025,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59245.608077,16.62,0.023,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59245.614994,16.788,0.023,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59245.625124,16.78,0.022,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59253.605009,17.009,0.021,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59253.610549,17.059,0.021,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59253.630479,17.081,0.021,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59253.644326,17.077,0.02,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59255.507954,17.244,0.029,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59255.511849,17.236,0.03,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59255.524687,17.123,0.025,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59255.531157,17.174,0.026,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59256.642003,17.134,0.022,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59256.647195,17.135,0.022,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59256.66153,17.13,0.022,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59256.667118,17.124,0.029,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59258.633726,17.137,0.019,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59258.641977,17.103,0.021,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59258.655947,17.078,0.02,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59258.659635,17.179,0.021,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59261.581814,17.146,0.02,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59261.587359,17.17,0.022,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59261.597989,17.057,0.02,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59261.604015,17.245,0.023,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59262.625494,17.151,0.02,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59262.630763,17.265,0.021,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59262.634643,17.243,0.022,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59262.652971,17.199,0.021,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59263.648668,18.938,3.05,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59267.638633,17.186,0.022,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59267.650618,17.264,0.025,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59267.653886,17.162,0.022,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59267.658933,17.176,0.024,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59269.548687,16.865,0.026,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59269.55192,16.761,0.023,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59269.563009,16.832,0.025,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59269.568536,16.863,0.028,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59270.616692,16.93,0.023,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59270.618637,16.908,0.031,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59270.626162,17.05,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59270.648164,16.953,0.025,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59277.451597,16.735,0.044,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59277.455993,17.027,0.045,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59277.479546,16.806,0.025,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59277.505966,16.957,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59291.560438,17.279,0.026,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59291.562266,17.503,0.034,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59291.598873,17.359,0.026,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59293.54246,17.07,0.022,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59293.545779,16.866,0.019,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59293.549005,16.951,0.021,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59293.56273,17.052,0.02,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59297.549649,17.237,0.026,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59297.561895,17.066,0.023,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59297.565119,17.128,0.022,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59297.570711,17.259,0.026,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59299.505627,17.147,0.036,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59299.507454,16.992,0.034,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59299.510683,17.021,0.039,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59299.520795,17.083,0.034,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59303.507977,17.116,0.045,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59303.509817,16.908,0.036,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59303.521356,16.929,0.033,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59303.530219,16.912,0.036,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59305.537445,17.389,0.032,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59305.557785,16.911,0.024,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59305.559627,17.182,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59305.56239,17.217,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59305.562852,17.189,0.026,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59305.564697,16.955,0.026,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59305.583611,16.963,0.026,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59305.586411,17.134,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59309.51637,17.05,0.019,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59309.517749,17.104,0.022,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59309.519612,17.23,0.023,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59309.523308,17.042,0.022,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59309.527533,17.272,0.025,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59309.53076,17.259,0.024,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59309.534911,17.068,0.022,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59309.535374,17.038,0.021,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59310.500866,17.412,0.023,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59310.504583,17.404,0.023,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59310.511969,17.562,0.027,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59310.512431,17.302,0.021,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59310.522877,17.427,0.026,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59310.53275,17.449,0.024,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59310.53321,17.495,0.03,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59310.541223,17.493,0.029,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59313.533311,17.485,0.024,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59313.536546,17.456,0.026,c,161742.53+322234.4,244.42722969972576,32.37622559276209
