MJD,m,dm,F,source_name,RA,DEC
58470.509151,21.008,1.207,o,075947.73+112507.3,119.948877,11.418709
58470.517551,20.319,0.661,o,075947.73+112507.3,119.948877,11.418709
58470.526093,21.785,2.484,o,075947.73+112507.3,119.948877,11.418709
58473.484905,20.855,1.6,o,075947.73+112507.3,119.948877,11.418709
58473.506352,19.527,0.522,o,075947.73+112507.3,119.948877,11.418709
58473.514909,20.98,1.918,o,075947.73+112507.3,119.948877,11.418709
58479.488855,21.293,1.485,o,075947.73+112507.3,119.948877,11.418709
58479.495517,20.893,0.916,o,075947.73+112507.3,119.948877,11.418709
58479.508561,20.881,1.038,o,075947.73+112507.3,119.948877,11.418709
58480.49265,19.698,0.388,o,075947.73+112507.3,119.948877,11.418709
58480.501429,18.653,0.177,o,075947.73+112507.3,119.948877,11.418709
58480.510926,15.093,0.006,o,075947.73+112507.3,119.948877,11.418709
58480.520291,21.741,3.122,o,075947.73+112507.3,119.948877,11.418709
58481.492853,20.318,0.951,o,075947.73+112507.3,119.948877,11.418709
58481.51378,16.475,0.328,o,075947.73+112507.3,119.948877,11.418709
58481.51424,16.83,0.369,o,075947.73+112507.3,119.948877,11.418709
58482.513792,19.097,3.447,o,075947.73+112507.3,119.948877,11.418709
58485.484262,20.809,0.652,o,075947.73+112507.3,119.948877,11.418709
58485.498609,22.352,3.471,o,075947.73+112507.3,119.948877,11.418709
58486.497565,20.5,0.589,c,075947.73+112507.3,119.948877,11.418709
58486.506551,20.481,0.557,c,075947.73+112507.3,119.948877,11.418709
58486.514844,19.816,0.272,c,075947.73+112507.3,119.948877,11.418709
58486.523628,20.619,0.554,c,075947.73+112507.3,119.948877,11.418709
58487.49938,20.413,0.943,c,075947.73+112507.3,119.948877,11.418709
58487.505024,19.375,0.335,c,075947.73+112507.3,119.948877,11.418709
58487.519144,19.875,0.498,c,075947.73+112507.3,119.948877,11.418709
58487.526086,20.152,0.536,c,075947.73+112507.3,119.948877,11.418709
58489.473805,19.089,0.19,o,075947.73+112507.3,119.948877,11.418709
58489.482683,20.315,0.65,o,075947.73+112507.3,119.948877,11.418709
58491.491665,20.443,0.48,c,075947.73+112507.3,119.948877,11.418709
58491.496725,20.743,0.779,c,075947.73+112507.3,119.948877,11.418709
58491.510097,20.662,0.61,c,075947.73+112507.3,119.948877,11.418709
58491.518981,22.079,2.158,c,075947.73+112507.3,119.948877,11.418709
58492.463149,23.761,12.4,o,075947.73+112507.3,119.948877,11.418709
58492.471242,17.836,0.064,o,075947.73+112507.3,119.948877,11.418709
58492.479388,21.142,1.167,o,075947.73+112507.3,119.948877,11.418709
58492.487501,21.572,1.657,o,075947.73+112507.3,119.948877,11.418709
58495.462919,20.392,0.457,o,075947.73+112507.3,119.948877,11.418709
58495.478287,19.804,0.275,o,075947.73+112507.3,119.948877,11.418709
58495.484655,20.478,0.613,o,075947.73+112507.3,119.948877,11.418709
58495.495435,21.821,2.0,o,075947.73+112507.3,119.948877,11.418709
58496.446867,21.211,1.479,o,075947.73+112507.3,119.948877,11.418709
58496.454951,22.359,4.75,o,075947.73+112507.3,119.948877,11.418709
58496.456429,20.426,0.783,o,075947.73+112507.3,119.948877,11.418709
58496.463252,20.46,0.926,o,075947.73+112507.3,119.948877,11.418709
58496.464738,20.428,0.845,o,075947.73+112507.3,119.948877,11.418709
58496.466192,20.489,0.883,o,075947.73+112507.3,119.948877,11.418709
58496.466657,20.417,0.778,o,075947.73+112507.3,119.948877,11.418709
58496.481539,20.558,0.784,o,075947.73+112507.3,119.948877,11.418709
58497.44341,20.176,0.575,o,075947.73+112507.3,119.948877,11.418709
58497.465546,19.976,0.437,o,075947.73+112507.3,119.948877,11.418709
58499.429232,20.565,0.68,o,075947.73+112507.3,119.948877,11.418709
58499.434628,19.999,0.491,o,075947.73+112507.3,119.948877,11.418709
58499.44853,20.194,0.643,o,075947.73+112507.3,119.948877,11.418709
58499.448987,22.109,3.255,o,075947.73+112507.3,119.948877,11.418709
58502.427723,19.696,0.608,o,075947.73+112507.3,119.948877,11.418709
58502.436773,20.213,1.103,o,075947.73+112507.3,119.948877,11.418709
58507.430533,20.062,0.555,o,075947.73+112507.3,119.948877,11.418709
58507.437499,21.665,2.183,o,075947.73+112507.3,119.948877,11.418709
58507.453797,19.402,0.317,o,075947.73+112507.3,119.948877,11.418709
58507.461489,20.761,0.854,o,075947.73+112507.3,119.948877,11.418709
58510.428251,20.749,0.847,o,075947.73+112507.3,119.948877,11.418709
58510.436366,21.915,3.457,o,075947.73+112507.3,119.948877,11.418709
58510.444564,20.251,0.548,o,075947.73+112507.3,119.948877,11.418709
58510.452696,20.472,0.555,o,075947.73+112507.3,119.948877,11.418709
58516.42891,21.671,2.437,o,075947.73+112507.3,119.948877,11.418709
58516.45541,19.735,0.315,o,075947.73+112507.3,119.948877,11.418709
58519.427533,19.938,0.267,c,075947.73+112507.3,119.948877,11.418709
58519.442425,19.682,0.222,c,075947.73+112507.3,119.948877,11.418709
58519.449602,19.948,0.295,c,075947.73+112507.3,119.948877,11.418709
58519.462678,20.182,0.381,c,075947.73+112507.3,119.948877,11.418709
58520.423315,20.491,0.769,o,075947.73+112507.3,119.948877,11.418709
58520.432215,19.025,0.23,o,075947.73+112507.3,119.948877,11.418709
58520.440576,19.971,0.62,o,075947.73+112507.3,119.948877,11.418709
58520.44953,19.742,0.46,o,075947.73+112507.3,119.948877,11.418709
58523.429969,21.276,0.827,c,075947.73+112507.3,119.948877,11.418709
58523.443189,20.73,0.619,c,075947.73+112507.3,119.948877,11.418709
58523.443646,20.031,0.358,c,075947.73+112507.3,119.948877,11.418709
58523.451903,22.426,3.25,c,075947.73+112507.3,119.948877,11.418709
58529.367648,20.571,2.061,o,075947.73+112507.3,119.948877,11.418709
58536.39561,20.298,0.748,o,075947.73+112507.3,119.948877,11.418709
58536.403996,20.421,0.896,o,075947.73+112507.3,119.948877,11.418709
58536.420572,20.121,0.694,o,075947.73+112507.3,119.948877,11.418709
58537.375448,22.698,6.143,o,075947.73+112507.3,119.948877,11.418709
58537.397348,20.914,3.4,o,075947.73+112507.3,119.948877,11.418709
58537.411194,20.215,9.69,o,075947.73+112507.3,119.948877,11.418709
58541.419664,20.605,0.731,o,075947.73+112507.3,119.948877,11.418709
58545.367798,20.636,0.584,o,075947.73+112507.3,119.948877,11.418709
58545.384235,21.784,2.079,o,075947.73+112507.3,119.948877,11.418709
58545.390355,20.996,0.974,o,075947.73+112507.3,119.948877,11.418709
58545.402784,20.972,0.873,o,075947.73+112507.3,119.948877,11.418709
58552.364131,19.437,0.336,o,075947.73+112507.3,119.948877,11.418709
58552.373058,19.323,0.881,o,075947.73+112507.3,119.948877,11.418709
58557.316759,21.129,1.61,o,075947.73+112507.3,119.948877,11.418709
58557.322577,20.267,0.626,o,075947.73+112507.3,119.948877,11.418709
58557.335518,20.574,0.958,o,075947.73+112507.3,119.948877,11.418709
58560.357265,22.253,7.957,o,075947.73+112507.3,119.948877,11.418709
58560.365487,20.069,0.977,o,075947.73+112507.3,119.948877,11.418709
58560.373804,19.74,0.786,o,075947.73+112507.3,119.948877,11.418709
58561.378549,19.624,0.667,o,075947.73+112507.3,119.948877,11.418709
58561.397718,22.315,9.286,o,075947.73+112507.3,119.948877,11.418709
58563.395686,20.855,2.056,o,075947.73+112507.3,119.948877,11.418709
58563.422367,19.281,0.651,o,075947.73+112507.3,119.948877,11.418709
58564.367586,19.886,0.781,o,075947.73+112507.3,119.948877,11.418709
58564.368522,19.795,5.515,o,075947.73+112507.3,119.948877,11.418709
58564.373796,19.998,0.805,o,075947.73+112507.3,119.948877,11.418709
58564.375423,22.483,8.19,o,075947.73+112507.3,119.948877,11.418709
58565.326944,20.976,16.179,o,075947.73+112507.3,119.948877,11.418709
58565.338011,19.762,0.511,o,075947.73+112507.3,119.948877,11.418709
58565.338494,20.847,1.242,o,075947.73+112507.3,119.948877,11.418709
58565.350957,21.002,1.738,o,075947.73+112507.3,119.948877,11.418709
58566.347913,18.687,2.5,o,075947.73+112507.3,119.948877,11.418709
58566.364806,18.623,1.315,o,075947.73+112507.3,119.948877,11.418709
58569.323142,20.836,0.835,o,075947.73+112507.3,119.948877,11.418709
58569.340727,20.177,0.494,o,075947.73+112507.3,119.948877,11.418709
58569.357249,19.815,0.382,o,075947.73+112507.3,119.948877,11.418709
58570.325478,21.286,1.372,o,075947.73+112507.3,119.948877,11.418709
58570.334142,22.162,4.306,o,075947.73+112507.3,119.948877,11.418709
58570.343298,20.33,0.511,o,075947.73+112507.3,119.948877,11.418709
58570.352016,22.138,3.095,o,075947.73+112507.3,119.948877,11.418709
58571.317576,20.745,0.94,o,075947.73+112507.3,119.948877,11.418709
58571.326753,19.966,0.426,o,075947.73+112507.3,119.948877,11.418709
58571.344649,20.439,0.541,o,075947.73+112507.3,119.948877,11.418709
58573.313105,20.36,0.635,o,075947.73+112507.3,119.948877,11.418709
58573.330129,20.334,0.557,o,075947.73+112507.3,119.948877,11.418709
58573.339314,20.14,0.584,o,075947.73+112507.3,119.948877,11.418709
58575.340254,21.064,0.81,c,075947.73+112507.3,119.948877,11.418709
58575.349523,20.299,0.496,c,075947.73+112507.3,119.948877,11.418709
58575.358063,20.998,0.737,c,075947.73+112507.3,119.948877,11.418709
58577.312809,19.883,0.371,o,075947.73+112507.3,119.948877,11.418709
58577.322198,19.902,0.422,o,075947.73+112507.3,119.948877,11.418709
58577.330725,21.302,1.414,o,075947.73+112507.3,119.948877,11.418709
58577.339493,21.39,1.655,o,075947.73+112507.3,119.948877,11.418709
58579.324259,19.991,0.337,c,075947.73+112507.3,119.948877,11.418709
58579.332645,20.787,0.721,c,075947.73+112507.3,119.948877,11.418709
58579.35025,19.995,0.296,c,075947.73+112507.3,119.948877,11.418709
58580.308055,20.909,1.395,o,075947.73+112507.3,119.948877,11.418709
58581.322048,21.239,1.492,o,075947.73+112507.3,119.948877,11.418709
58582.317604,20.236,0.554,c,075947.73+112507.3,119.948877,11.418709
58582.326554,20.803,0.694,c,075947.73+112507.3,119.948877,11.418709
58582.335507,20.104,0.404,c,075947.73+112507.3,119.948877,11.418709
58582.344475,20.42,0.537,c,075947.73+112507.3,119.948877,11.418709
58584.317253,20.18,0.831,o,075947.73+112507.3,119.948877,11.418709
58585.261181,19.516,0.437,o,075947.73+112507.3,119.948877,11.418709
58585.277077,21.491,2.964,o,075947.73+112507.3,119.948877,11.418709
58585.277537,22.63,8.412,o,075947.73+112507.3,119.948877,11.418709
58587.308497,19.565,1.003,o,075947.73+112507.3,119.948877,11.418709
58587.316745,21.566,6.578,o,075947.73+112507.3,119.948877,11.418709
58589.269337,20.392,1.086,o,075947.73+112507.3,119.948877,11.418709
58589.276475,21.012,2.232,o,075947.73+112507.3,119.948877,11.418709
58589.283192,20.047,0.752,o,075947.73+112507.3,119.948877,11.418709
58589.289381,23.217,16.778,o,075947.73+112507.3,119.948877,11.418709
58590.317156,19.255,0.419,o,075947.73+112507.3,119.948877,11.418709
58590.334266,19.289,0.492,o,075947.73+112507.3,119.948877,11.418709
58591.286814,20.759,1.568,o,075947.73+112507.3,119.948877,11.418709
58591.293504,21.105,2.139,o,075947.73+112507.3,119.948877,11.418709
58591.300777,19.796,0.805,o,075947.73+112507.3,119.948877,11.418709
58591.307006,20.429,1.298,o,075947.73+112507.3,119.948877,11.418709
58592.266532,19.435,0.514,o,075947.73+112507.3,119.948877,11.418709
58592.293143,19.883,0.945,o,075947.73+112507.3,119.948877,11.418709
58593.267161,21.837,4.469,o,075947.73+112507.3,119.948877,11.418709
58593.282625,20.623,1.095,o,075947.73+112507.3,119.948877,11.418709
58593.292221,20.867,1.383,o,075947.73+112507.3,119.948877,11.418709
58593.298586,20.208,1.02,o,075947.73+112507.3,119.948877,11.418709
58593.301435,20.07,0.768,o,075947.73+112507.3,119.948877,11.418709
58593.310129,21.088,1.857,o,075947.73+112507.3,119.948877,11.418709
58595.2435,20.276,0.468,o,075947.73+112507.3,119.948877,11.418709
58595.243957,21.745,1.984,o,075947.73+112507.3,119.948877,11.418709
58595.245787,20.644,0.709,o,075947.73+112507.3,119.948877,11.418709
58596.274758,17.796,0.168,o,075947.73+112507.3,119.948877,11.418709
58597.228886,20.506,1.876,o,075947.73+112507.3,119.948877,11.418709
58597.242287,20.272,0.568,o,075947.73+112507.3,119.948877,11.418709
58597.242745,20.24,0.503,o,075947.73+112507.3,119.948877,11.418709
58599.229604,19.615,1.071,o,075947.73+112507.3,119.948877,11.418709
58599.230518,25.358,255.5,o,075947.73+112507.3,119.948877,11.418709
58599.244842,20.636,1.015,o,075947.73+112507.3,119.948877,11.418709
58599.2453,21.289,1.836,o,075947.73+112507.3,119.948877,11.418709
58605.244714,20.87,1.22,o,075947.73+112507.3,119.948877,11.418709
58605.250917,20.145,0.627,o,075947.73+112507.3,119.948877,11.418709
58607.267568,20.603,0.622,c,075947.73+112507.3,119.948877,11.418709
58607.275929,20.603,0.727,c,075947.73+112507.3,119.948877,11.418709
58607.284889,21.008,0.798,c,075947.73+112507.3,119.948877,11.418709
58607.29392,20.017,0.322,c,075947.73+112507.3,119.948877,11.418709
58610.280363,21.055,1.085,c,075947.73+112507.3,119.948877,11.418709
58610.289381,22.355,3.344,c,075947.73+112507.3,119.948877,11.418709
58610.298492,20.444,0.632,c,075947.73+112507.3,119.948877,11.418709
58611.268474,19.479,0.252,c,075947.73+112507.3,119.948877,11.418709
58611.270369,21.576,1.656,c,075947.73+112507.3,119.948877,11.418709
58611.275649,21.459,1.284,c,075947.73+112507.3,119.948877,11.418709
58611.291384,21.251,1.128,c,075947.73+112507.3,119.948877,11.418709
58613.238875,22.061,6.148,o,075947.73+112507.3,119.948877,11.418709
58613.241935,19.639,0.573,o,075947.73+112507.3,119.948877,11.418709
58613.253075,20.836,1.548,o,075947.73+112507.3,119.948877,11.418709
58615.259645,20.624,0.845,o,075947.73+112507.3,119.948877,11.418709
58615.263839,19.834,0.453,o,075947.73+112507.3,119.948877,11.418709
58615.268898,21.363,1.724,o,075947.73+112507.3,119.948877,11.418709
58615.280409,20.22,0.684,o,075947.73+112507.3,119.948877,11.418709
58617.277283,20.671,1.676,o,075947.73+112507.3,119.948877,11.418709
58618.260957,20.129,0.85,o,075947.73+112507.3,119.948877,11.418709
58618.2642,22.553,7.758,o,075947.73+112507.3,119.948877,11.418709
58618.268824,19.415,0.427,o,075947.73+112507.3,119.948877,11.418709
58618.282371,20.114,0.837,o,075947.73+112507.3,119.948877,11.418709
58625.23848,20.766,2.83,o,075947.73+112507.3,119.948877,11.418709
58625.243831,19.139,0.413,o,075947.73+112507.3,119.948877,11.418709
58625.250739,20.452,1.063,o,075947.73+112507.3,119.948877,11.418709
58625.260514,21.949,3.708,o,075947.73+112507.3,119.948877,11.418709
58627.23989,18.862,0.424,o,075947.73+112507.3,119.948877,11.418709
58627.25561,22.329,3.1,o,075947.73+112507.3,119.948877,11.418709
58733.61883,20.049,0.589,o,075947.73+112507.3,119.948877,11.418709
58733.622133,19.927,0.49,o,075947.73+112507.3,119.948877,11.418709
58733.627315,20.286,0.629,o,075947.73+112507.3,119.948877,11.418709
58733.631172,19.951,0.767,o,075947.73+112507.3,119.948877,11.418709
58743.581703,22.3,8.429,o,075947.73+112507.3,119.948877,11.418709
58743.589562,19.192,0.429,o,075947.73+112507.3,119.948877,11.418709
58743.590935,23.406,21.625,o,075947.73+112507.3,119.948877,11.418709
58743.594182,19.912,0.611,o,075947.73+112507.3,119.948877,11.418709
58743.600721,19.735,0.546,o,075947.73+112507.3,119.948877,11.418709
58743.642246,19.147,2.111,o,075947.73+112507.3,119.948877,11.418709
58756.637369,20.016,0.59,o,075947.73+112507.3,119.948877,11.418709
58756.643995,18.96,1.179,o,075947.73+112507.3,119.948877,11.418709
58761.604318,20.09,0.395,o,075947.73+112507.3,119.948877,11.418709
58761.607561,20.415,0.488,o,075947.73+112507.3,119.948877,11.418709
58761.613228,20.483,0.588,o,075947.73+112507.3,119.948877,11.418709
58761.628793,19.896,0.361,o,075947.73+112507.3,119.948877,11.418709
58761.641293,19.41,0.39,o,075947.73+112507.3,119.948877,11.418709
58763.599751,19.944,0.329,c,075947.73+112507.3,119.948877,11.418709
58763.605057,19.992,0.373,c,075947.73+112507.3,119.948877,11.418709
58763.608049,20.122,0.413,c,075947.73+112507.3,119.948877,11.418709
58763.619862,19.962,0.353,c,075947.73+112507.3,119.948877,11.418709
58765.534422,20.307,1.015,o,075947.73+112507.3,119.948877,11.418709
58765.544602,19.554,0.328,o,075947.73+112507.3,119.948877,11.418709
58765.548293,20.934,0.932,o,075947.73+112507.3,119.948877,11.418709
58765.55853,19.629,0.284,o,075947.73+112507.3,119.948877,11.418709
58768.626124,19.552,0.946,o,075947.73+112507.3,119.948877,11.418709
58768.629286,18.916,0.624,o,075947.73+112507.3,119.948877,11.418709
58768.634576,19.373,0.626,o,075947.73+112507.3,119.948877,11.418709
58769.584623,19.877,0.597,o,075947.73+112507.3,119.948877,11.418709
58769.600506,20.14,0.642,o,075947.73+112507.3,119.948877,11.418709
58769.603808,21.551,2.549,o,075947.73+112507.3,119.948877,11.418709
58771.583952,20.526,1.314,o,075947.73+112507.3,119.948877,11.418709
58771.593458,20.668,1.385,o,075947.73+112507.3,119.948877,11.418709
58771.603564,20.029,0.925,o,075947.73+112507.3,119.948877,11.418709
58772.619454,20.008,0.519,o,075947.73+112507.3,119.948877,11.418709
58772.623172,19.779,0.294,o,075947.73+112507.3,119.948877,11.418709
58772.629811,20.757,0.762,o,075947.73+112507.3,119.948877,11.418709
58772.635273,20.204,0.459,o,075947.73+112507.3,119.948877,11.418709
58773.51693,19.963,0.742,o,075947.73+112507.3,119.948877,11.418709
58773.52029,22.008,3.527,o,075947.73+112507.3,119.948877,11.418709
58773.537255,20.035,0.675,o,075947.73+112507.3,119.948877,11.418709
58775.54628,21.086,4.448,o,075947.73+112507.3,119.948877,11.418709
58775.549492,17.56,0.622,o,075947.73+112507.3,119.948877,11.418709
58775.555055,18.43,1.307,o,075947.73+112507.3,119.948877,11.418709
58781.522159,20.065,0.39,o,075947.73+112507.3,119.948877,11.418709
58781.525308,19.806,0.332,o,075947.73+112507.3,119.948877,11.418709
58781.531298,20.926,0.85,o,075947.73+112507.3,119.948877,11.418709
58781.54878,20.962,0.755,o,075947.73+112507.3,119.948877,11.418709
58783.487275,20.12,0.467,c,075947.73+112507.3,119.948877,11.418709
58783.492521,19.948,0.395,c,075947.73+112507.3,119.948877,11.418709
58783.496364,19.804,0.272,c,075947.73+112507.3,119.948877,11.418709
58783.508196,20.066,0.282,c,075947.73+112507.3,119.948877,11.418709
58785.560184,19.329,0.222,o,075947.73+112507.3,119.948877,11.418709
58785.563445,19.796,0.321,o,075947.73+112507.3,119.948877,11.418709
58785.570355,20.454,0.63,o,075947.73+112507.3,119.948877,11.418709
58785.588798,20.068,0.384,o,075947.73+112507.3,119.948877,11.418709
58785.645711,20.618,1.109,o,075947.73+112507.3,119.948877,11.418709
58787.537651,20.28,0.426,c,075947.73+112507.3,119.948877,11.418709
58787.547903,21.564,1.267,c,075947.73+112507.3,119.948877,11.418709
58787.572172,22.116,2.815,c,075947.73+112507.3,119.948877,11.418709
58787.578988,21.519,1.545,c,075947.73+112507.3,119.948877,11.418709
58789.484721,20.013,0.443,o,075947.73+112507.3,119.948877,11.418709
58789.494483,19.637,0.312,o,075947.73+112507.3,119.948877,11.418709
58789.505754,19.663,0.316,o,075947.73+112507.3,119.948877,11.418709
58789.509014,19.636,0.268,o,075947.73+112507.3,119.948877,11.418709
58791.507477,20.039,0.379,c,075947.73+112507.3,119.948877,11.418709
58791.511578,19.932,0.342,c,075947.73+112507.3,119.948877,11.418709
58791.521982,21.159,0.91,c,075947.73+112507.3,119.948877,11.418709
58791.527208,20.005,0.405,c,075947.73+112507.3,119.948877,11.418709
58794.594787,20.455,0.5,c,075947.73+112507.3,119.948877,11.418709
58794.598021,20.102,0.358,c,075947.73+112507.3,119.948877,11.418709
58794.605206,20.095,0.274,c,075947.73+112507.3,119.948877,11.418709
58794.618035,19.955,0.322,c,075947.73+112507.3,119.948877,11.418709
58795.619561,20.162,0.36,c,075947.73+112507.3,119.948877,11.418709
58795.623612,20.178,0.428,c,075947.73+112507.3,119.948877,11.418709
58795.628831,20.017,0.293,c,075947.73+112507.3,119.948877,11.418709
58795.647477,20.163,0.467,c,075947.73+112507.3,119.948877,11.418709
58797.457993,20.738,1.546,o,075947.73+112507.3,119.948877,11.418709
58797.461221,20.499,1.073,o,075947.73+112507.3,119.948877,11.418709
58797.467947,20.482,0.904,o,075947.73+112507.3,119.948877,11.418709
58797.478027,20.223,0.696,o,075947.73+112507.3,119.948877,11.418709
58798.563275,19.353,0.321,o,075947.73+112507.3,119.948877,11.418709
58798.566237,20.781,1.042,o,075947.73+112507.3,119.948877,11.418709
58798.57357,20.822,1.524,o,075947.73+112507.3,119.948877,11.418709
58798.586375,21.306,2.2,o,075947.73+112507.3,119.948877,11.418709
58799.427913,21.594,6.29,o,075947.73+112507.3,119.948877,11.418709
58799.433955,19.622,0.877,o,075947.73+112507.3,119.948877,11.418709
58799.437155,20.374,1.237,o,075947.73+112507.3,119.948877,11.418709
58799.450532,21.018,2.789,o,075947.73+112507.3,119.948877,11.418709
58801.525263,20.169,0.836,o,075947.73+112507.3,119.948877,11.418709
58801.52853,20.952,1.559,o,075947.73+112507.3,119.948877,11.418709
58801.534707,19.72,0.51,o,075947.73+112507.3,119.948877,11.418709
58801.544727,20.378,0.911,o,075947.73+112507.3,119.948877,11.418709
58807.574389,19.772,0.346,o,075947.73+112507.3,119.948877,11.418709
58807.584305,21.94,2.441,o,075947.73+112507.3,119.948877,11.418709
58807.587438,21.468,1.505,o,075947.73+112507.3,119.948877,11.418709
58807.593883,20.949,0.905,o,075947.73+112507.3,119.948877,11.418709
58813.466734,20.041,0.357,o,075947.73+112507.3,119.948877,11.418709
58813.469986,19.257,0.716,o,075947.73+112507.3,119.948877,11.418709
58813.480251,20.784,0.676,o,075947.73+112507.3,119.948877,11.418709
58813.486728,19.42,0.193,o,075947.73+112507.3,119.948877,11.418709
58815.473232,19.916,0.282,c,075947.73+112507.3,119.948877,11.418709
58815.48025,20.13,0.3,c,075947.73+112507.3,119.948877,11.418709
58815.484055,19.942,0.291,c,075947.73+112507.3,119.948877,11.418709
58815.498023,20.729,0.517,c,075947.73+112507.3,119.948877,11.418709
58817.582779,20.139,0.276,o,075947.73+112507.3,119.948877,11.418709
58817.591606,21.144,1.142,o,075947.73+112507.3,119.948877,11.418709
58817.594559,21.148,1.556,o,075947.73+112507.3,119.948877,11.418709
58817.605867,20.073,0.463,o,075947.73+112507.3,119.948877,11.418709
58821.457085,18.783,0.308,o,075947.73+112507.3,119.948877,11.418709
58821.460324,20.659,0.41,o,075947.73+112507.3,119.948877,11.418709
58821.465888,20.737,0.522,o,075947.73+112507.3,119.948877,11.418709
58821.487517,19.9,0.25,o,075947.73+112507.3,119.948877,11.418709
58822.583649,19.943,0.569,o,075947.73+112507.3,119.948877,11.418709
58822.605642,15.944,1.515,o,075947.73+112507.3,119.948877,11.418709
58824.429926,19.965,0.363,o,075947.73+112507.3,119.948877,11.418709
58824.434173,19.784,0.441,o,075947.73+112507.3,119.948877,11.418709
58824.439768,21.113,1.046,o,075947.73+112507.3,119.948877,11.418709
58824.454722,19.588,0.286,o,075947.73+112507.3,119.948877,11.418709
58825.436535,20.415,0.538,o,075947.73+112507.3,119.948877,11.418709
58825.439357,20.515,0.577,o,075947.73+112507.3,119.948877,11.418709
58825.444886,19.696,0.293,o,075947.73+112507.3,119.948877,11.418709
58825.462353,19.694,0.301,o,075947.73+112507.3,119.948877,11.418709
58826.525339,19.431,0.283,o,075947.73+112507.3,119.948877,11.418709
58826.531082,19.862,0.413,o,075947.73+112507.3,119.948877,11.418709
58826.535954,20.752,0.881,o,075947.73+112507.3,119.948877,11.418709
58826.546233,19.928,0.387,o,075947.73+112507.3,119.948877,11.418709
58827.458029,20.644,1.35,o,075947.73+112507.3,119.948877,11.418709
58827.47625,21.637,2.946,o,075947.73+112507.3,119.948877,11.418709
58827.479481,19.488,0.396,o,075947.73+112507.3,119.948877,11.418709
58827.484865,19.632,0.509,o,075947.73+112507.3,119.948877,11.418709
58828.491813,20.023,0.646,o,075947.73+112507.3,119.948877,11.418709
58828.494698,20.024,0.593,o,075947.73+112507.3,119.948877,11.418709
58828.501799,18.812,0.299,o,075947.73+112507.3,119.948877,11.418709
58828.512083,20.15,0.678,o,075947.73+112507.3,119.948877,11.418709
58829.414155,22.209,6.659,o,075947.73+112507.3,119.948877,11.418709
58829.43092,20.439,1.449,o,075947.73+112507.3,119.948877,11.418709
58829.437978,20.898,2.155,o,075947.73+112507.3,119.948877,11.418709
58833.594711,19.796,0.435,o,075947.73+112507.3,119.948877,11.418709
58833.605502,20.27,0.592,o,075947.73+112507.3,119.948877,11.418709
58833.619287,19.761,0.444,o,075947.73+112507.3,119.948877,11.418709
58833.627,20.268,0.786,o,075947.73+112507.3,119.948877,11.418709
58837.461663,21.176,1.276,o,075947.73+112507.3,119.948877,11.418709
58837.476545,20.237,0.44,o,075947.73+112507.3,119.948877,11.418709
58837.487219,19.681,0.257,o,075947.73+112507.3,119.948877,11.418709
58837.49186,19.856,0.315,o,075947.73+112507.3,119.948877,11.418709
58837.521113,20.251,0.477,o,075947.73+112507.3,119.948877,11.418709
58837.524852,20.022,0.461,o,075947.73+112507.3,119.948877,11.418709
58837.530162,19.644,0.315,o,075947.73+112507.3,119.948877,11.418709
58840.659574,19.977,0.331,o,075947.73+112507.3,119.948877,11.418709
58840.662812,19.65,0.29,o,075947.73+112507.3,119.948877,11.418709
58840.663731,20.68,0.609,o,075947.73+112507.3,119.948877,11.418709
58840.666492,21.211,1.757,o,075947.73+112507.3,119.948877,11.418709
58841.501381,20.575,0.481,o,075947.73+112507.3,119.948877,11.418709
58841.504322,21.553,0.9,o,075947.73+112507.3,119.948877,11.418709
58841.512059,20.488,0.472,o,075947.73+112507.3,119.948877,11.418709
58841.522556,20.908,0.882,o,075947.73+112507.3,119.948877,11.418709
58844.383827,20.38,0.522,o,075947.73+112507.3,119.948877,11.418709
58844.390372,20.208,0.416,o,075947.73+112507.3,119.948877,11.418709
58844.393784,20.877,0.733,o,075947.73+112507.3,119.948877,11.418709
58844.409449,21.366,1.116,o,075947.73+112507.3,119.948877,11.418709
58845.478954,19.575,0.209,o,075947.73+112507.3,119.948877,11.418709
58845.485104,20.436,0.455,o,075947.73+112507.3,119.948877,11.418709
58845.489268,20.471,0.425,o,075947.73+112507.3,119.948877,11.418709
58845.511892,20.448,0.442,o,075947.73+112507.3,119.948877,11.418709
58849.497259,20.266,0.474,o,075947.73+112507.3,119.948877,11.418709
58849.500641,20.105,0.338,o,075947.73+112507.3,119.948877,11.418709
58849.510742,20.465,0.452,o,075947.73+112507.3,119.948877,11.418709
58850.488319,20.35,0.533,o,075947.73+112507.3,119.948877,11.418709
58850.500803,20.422,0.599,o,075947.73+112507.3,119.948877,11.418709
58850.508554,19.705,0.29,o,075947.73+112507.3,119.948877,11.418709
58850.511633,20.189,0.416,o,075947.73+112507.3,119.948877,11.418709
58852.348171,20.434,0.49,o,075947.73+112507.3,119.948877,11.418709
58852.354298,19.59,0.263,o,075947.73+112507.3,119.948877,11.418709
58852.367376,19.603,0.289,o,075947.73+112507.3,119.948877,11.418709
58852.371795,20.129,0.436,o,075947.73+112507.3,119.948877,11.418709
58867.469326,20.079,0.354,c,075947.73+112507.3,119.948877,11.418709
58867.474744,19.875,0.305,c,075947.73+112507.3,119.948877,11.418709
58867.47884,19.906,0.342,c,075947.73+112507.3,119.948877,11.418709
58867.491171,19.692,0.223,c,075947.73+112507.3,119.948877,11.418709
