InputID,ID,Mag,Magerr,RA,Decl,MJD,Blend
084245.18+445533.9,1143035055808,18.72,0.14,130.68797,44.92637,54389.46689,0
084245.18+445533.9,1143035055808,18.84,0.15,130.68824,44.92641,54389.47283,0
084245.18+445533.9,1143035055808,18.85,0.15,130.68818,44.92630,54389.47876,0
084245.18+445533.9,1143035055808,18.90,0.15,130.68816,44.92618,54389.48472,0
084245.18+445533.9,1143035055808,18.87,0.15,130.68841,44.92643,54805.31549,0
084245.18+445533.9,1143035055808,19.16,0.17,130.68788,44.92633,54805.32161,0
084245.18+445533.9,1143035055808,18.97,0.16,130.68818,44.92660,54805.32757,0
084245.18+445533.9,1143035055808,18.77,0.15,130.68833,44.92611,54805.33359,0
084245.18+445533.9,1143035055808,18.80,0.15,130.68838,44.92623,54504.23793,0
084245.18+445533.9,1143035055808,18.97,0.16,130.68831,44.92627,54504.24343,0
084245.18+445533.9,1143035055808,18.78,0.15,130.68800,44.92626,54504.24885,0
084245.18+445533.9,1143035055808,18.73,0.14,130.68827,44.92640,54504.25435,0
084245.18+445533.9,1143035055808,18.65,0.14,130.68874,44.92613,54466.45808,0
084245.18+445533.9,1143035055808,19.11,0.17,130.68835,44.92640,54466.46580,0
084245.18+445533.9,1143035055808,18.42,0.13,130.68800,44.92622,54466.47352,0
084245.18+445533.9,1143035055808,18.77,0.14,130.68816,44.92631,54466.48121,0
084245.18+445533.9,1143035055808,18.71,0.15,130.68817,44.92622,54478.30462,0
084245.18+445533.9,1143035055808,18.68,0.15,130.68803,44.92627,54478.31087,0
084245.18+445533.9,1143035055808,19.08,0.18,130.68792,44.92617,54478.31690,0
084245.18+445533.9,1143035055808,19.02,0.17,130.68824,44.92616,54478.32313,0
084245.18+445533.9,1143035055808,18.88,0.16,130.68805,44.92618,54534.25796,0
084245.18+445533.9,1143035055808,18.88,0.16,130.68802,44.92644,54534.26358,0
084245.18+445533.9,1143035055808,18.84,0.15,130.68792,44.92620,54534.26916,0
084245.18+445533.9,1143035055808,18.66,0.14,130.68793,44.92638,54534.27470,0
084245.18+445533.9,1143035055808,18.78,0.16,130.68814,44.92633,54598.18819,0
084245.18+445533.9,1143035055808,18.98,0.16,130.68792,44.92618,54778.34804,0
084245.18+445533.9,1143035055808,19.83,0.24,130.68831,44.92654,54778.36038,0
084245.18+445533.9,1143035055808,18.60,0.14,130.68846,44.92613,54778.37288,0
084245.18+445533.9,1143035055808,19.03,0.16,130.68819,44.92644,54778.38517,0
084245.18+445533.9,1143035055808,18.59,0.14,130.68805,44.92633,54789.46397,0
084245.18+445533.9,1143035055808,18.84,0.15,130.68826,44.92639,54789.47131,0
084245.18+445533.9,1143035055808,18.41,0.13,130.68853,44.92652,54789.47860,0
084245.18+445533.9,1143035055808,18.71,0.14,130.68814,44.92601,54789.48593,0
084245.18+445533.9,1143035055808,19.04,0.16,130.68864,44.92652,54749.47537,0
084245.18+445533.9,1143035055808,18.82,0.15,130.68845,44.92656,54749.48149,0
084245.18+445533.9,1143035055808,19.13,0.17,130.68832,44.92630,54749.48761,0
084245.18+445533.9,1143035055808,19.03,0.16,130.68860,44.92635,54749.49380,0
084245.18+445533.9,1143035055808,18.65,0.14,130.68822,44.92625,54764.43949,0
084245.18+445533.9,1143035055808,18.88,0.15,130.68839,44.92618,54764.45263,0
084245.18+445533.9,1143035055808,18.84,0.15,130.68821,44.92607,54764.46583,0
084245.18+445533.9,1143035055808,18.84,0.15,130.68821,44.92607,54764.47891,0
084245.18+445533.9,1143035055808,19.03,0.17,130.68796,44.92641,54943.22826,0
084245.18+445533.9,1143035055808,19.11,0.17,130.68809,44.92644,54943.23374,0
084245.18+445533.9,1143035055808,18.92,0.16,130.68839,44.92637,54943.23917,0
084245.18+445533.9,1143035055808,18.69,0.15,130.68814,44.92650,54943.24466,0
084245.18+445533.9,1143035055808,18.83,0.15,130.68812,44.92618,55182.35367,0
084245.18+445533.9,1143035055808,18.89,0.16,130.68822,44.92611,55182.35888,0
084245.18+445533.9,1143035055808,19.07,0.17,130.68812,44.92638,55182.36413,0
084245.18+445533.9,1143035055808,18.79,0.15,130.68821,44.92618,55182.36932,0
084245.18+445533.9,1143035055808,19.32,0.19,130.68833,44.92611,54875.32558,0
084245.18+445533.9,1143035055808,18.63,0.14,130.68794,44.92628,54875.33160,0
084245.18+445533.9,1143035055808,18.38,0.12,130.68901,44.92664,54875.33759,0
084245.18+445533.9,1143035055808,18.89,0.15,130.68804,44.92649,54875.34367,0
084245.18+445533.9,1143035055808,18.83,0.15,130.68817,44.92632,54889.24993,0
084245.18+445533.9,1143035055808,18.90,0.15,130.68819,44.92621,54889.25981,0
084245.18+445533.9,1143035055808,18.59,0.13,130.68798,44.92623,54889.26883,0
084245.18+445533.9,1143035055808,18.95,0.16,130.68803,44.92623,54889.27764,0
084245.18+445533.9,1143035055808,18.80,0.15,130.68843,44.92632,54833.35938,0
084245.18+445533.9,1143035055808,18.51,0.13,130.68795,44.92591,54833.36740,0
084245.18+445533.9,1143035055808,18.90,0.15,130.68808,44.92633,54833.37545,0
084245.18+445533.9,1143035055808,18.92,0.15,130.68829,44.92636,54833.38366,0
084245.18+445533.9,1143035055808,18.73,0.15,130.68819,44.92615,54851.29715,0
084245.18+445533.9,1143035055808,18.72,0.14,130.68804,44.92618,54851.30259,0
084245.18+445533.9,1143035055808,19.04,0.16,130.68790,44.92631,54851.30808,0
084245.18+445533.9,1143035055808,18.78,0.14,130.68839,44.92639,54851.31360,0
084245.18+445533.9,1143035055808,18.80,0.15,130.68807,44.92610,54861.20085,0
084245.18+445533.9,1143035055808,18.78,0.14,130.68814,44.92625,54861.20999,0
084245.18+445533.9,1143035055808,18.91,0.15,130.68805,44.92618,54861.21917,0
084245.18+445533.9,1143035055808,18.86,0.15,130.68796,44.92626,54861.22838,0
084245.18+445533.9,1143035055808,19.05,0.16,130.68828,44.92641,54913.23658,0
084245.18+445533.9,1143035055808,18.79,0.15,130.68828,44.92632,54913.24260,0
084245.18+445533.9,1143035055808,18.77,0.14,130.68821,44.92624,54913.24871,0
084245.18+445533.9,1143035055808,18.84,0.15,130.68822,44.92630,54913.25481,0
084245.18+445533.9,1143035055808,18.75,0.15,130.68813,44.92645,54965.18613,0
084245.18+445533.9,1143035055808,18.65,0.15,130.68807,44.92645,54965.19213,0
084245.18+445533.9,1143035055808,19.14,0.18,130.68814,44.92662,54965.19816,0
084245.18+445533.9,1143035055808,18.35,0.13,130.68830,44.92609,54965.20418,0
084245.18+445533.9,1143035055808,19.03,0.26,130.68802,44.92610,54979.15804,0
084245.18+445533.9,1143035055808,19.08,0.26,130.68760,44.92643,54979.16128,0
084245.18+445533.9,1143035055808,18.62,0.21,130.68797,44.92587,54979.16452,0
084245.18+445533.9,1143035055808,19.28,0.29,130.68815,44.92639,54979.16742,0
084245.18+445533.9,1143035055808,18.91,0.15,130.68825,44.92632,55155.41126,0
084245.18+445533.9,1143035055808,19.14,0.17,130.68844,44.92625,55155.41665,0
084245.18+445533.9,1143035055808,18.90,0.16,130.68819,44.92608,55155.42205,0
084245.18+445533.9,1143035055808,18.85,0.15,130.68807,44.92633,55155.42752,0
084245.18+445533.9,1143035055808,19.06,0.17,130.68802,44.92618,55130.42345,0
084245.18+445533.9,1143035055808,18.47,0.13,130.68806,44.92616,55130.43265,0
084245.18+445533.9,1143035055808,19.31,0.19,130.68804,44.92614,55130.44178,0
084245.18+445533.9,1143035055808,19.03,0.17,130.68794,44.92628,55130.45096,0
084245.18+445533.9,1143035055808,19.24,0.18,130.68807,44.92628,55293.25075,0
084245.18+445533.9,1143035055808,18.77,0.15,130.68788,44.92591,55293.25587,0
084245.18+445533.9,1143035055808,19.06,0.17,130.68808,44.92604,55293.26102,0
084245.18+445533.9,1143035055808,18.93,0.16,130.68825,44.92619,55293.26621,0
084245.18+445533.9,1143035055808,18.85,0.16,130.68795,44.92625,55540.44807,0
084245.18+445533.9,1143035055808,18.66,0.14,130.68808,44.92615,55540.45620,0
084245.18+445533.9,1143035055808,18.83,0.15,130.68811,44.92637,55540.46026,0
084245.18+445533.9,1143035055808,19.06,0.17,130.68788,44.92598,55244.23069,0
084245.18+445533.9,1143035055808,19.01,0.16,130.68823,44.92599,55244.23593,0
084245.18+445533.9,1143035055808,19.11,0.17,130.68786,44.92606,55244.24115,0
084245.18+445533.9,1143035055808,18.74,0.15,130.68836,44.92621,55244.24640,0
084245.18+445533.9,1143035055808,18.96,0.16,130.68806,44.92606,55209.33027,0
084245.18+445533.9,1143035055808,19.10,0.17,130.68792,44.92624,55209.33837,0
084245.18+445533.9,1143035055808,19.13,0.17,130.68796,44.92622,55209.34661,0
084245.18+445533.9,1143035055808,19.04,0.21,130.68801,44.92625,55209.35512,0
084245.18+445533.9,1143035055808,18.66,0.14,130.68766,44.92610,55274.21619,0
084245.18+445533.9,1143035055808,18.72,0.15,130.68802,44.92619,55274.22361,0
084245.18+445533.9,1143035055808,18.70,0.14,130.68790,44.92604,55274.23106,0
084245.18+445533.9,1143035055808,18.87,0.16,130.68814,44.92633,55274.23850,0
084245.18+445533.9,1143035055808,18.99,0.16,130.68800,44.92623,55324.15793,0
084245.18+445533.9,1143035055808,18.82,0.15,130.68822,44.92619,55324.16484,0
084245.18+445533.9,1143035055808,18.97,0.16,130.68824,44.92627,55324.17164,0
084245.18+445533.9,1143035055808,19.06,0.17,130.68821,44.92624,55324.17850,0
084245.18+445533.9,1143035055808,19.32,0.19,130.68816,44.92618,55503.42809,0
084245.18+445533.9,1143035055808,19.18,0.18,130.68801,44.92641,55503.43958,0
084245.18+445533.9,1143035055808,19.12,0.18,130.68811,44.92645,55503.44537,0
084245.18+445533.9,1143035055808,18.84,0.16,130.68825,44.92616,55511.38757,0
084245.18+445533.9,1143035055808,19.22,0.18,130.68830,44.92628,55511.40164,0
084245.18+445533.9,1143035055808,18.95,0.16,130.68799,44.92629,55511.40860,0
084245.18+445533.9,1143035055808,18.99,0.17,130.68839,44.92631,55601.21172,0
084245.18+445533.9,1143035055808,19.11,0.18,130.68818,44.92654,55601.21690,0
084245.18+445533.9,1143035055808,18.94,0.17,130.68816,44.92654,55601.22208,0
084245.18+445533.9,1143035055808,18.90,0.16,130.68823,44.92643,55601.22726,0
084245.18+445533.9,1143035055808,18.87,0.16,130.68802,44.92625,55565.46324,0
084245.18+445533.9,1143035055808,18.97,0.16,130.68834,44.92634,55565.46966,0
084245.18+445533.9,1143035055808,19.16,0.18,130.68821,44.92619,55565.47798,0
084245.18+445533.9,1143035055808,19.06,0.17,130.68857,44.92632,55565.48441,0
084245.18+445533.9,1143035055808,18.65,0.15,130.68847,44.92623,55573.29776,0
084245.18+445533.9,1143035055808,19.19,0.19,130.68800,44.92633,55573.30116,0
084245.18+445533.9,1143035055808,19.02,0.17,130.68779,44.92631,55573.30461,0
084245.18+445533.9,1143035055808,19.18,0.18,130.68835,44.92655,55573.30809,0
084245.18+445533.9,1143035055808,18.88,0.16,130.68833,44.92649,55589.39438,0
084245.18+445533.9,1143035055808,18.68,0.14,130.68843,44.92641,55589.40093,0
084245.18+445533.9,1143035055808,19.05,0.17,130.68807,44.92631,55589.40750,0
084245.18+445533.9,1143035055808,18.96,0.16,130.68792,44.92645,55589.41407,0
084245.18+445533.9,1143035055808,18.93,0.17,130.68798,44.92636,55630.17237,0
084245.18+445533.9,1143035055808,18.93,0.17,130.68819,44.92647,55630.17983,0
084245.18+445533.9,1143035055808,19.10,0.18,130.68811,44.92641,55630.18727,0
084245.18+445533.9,1143035055808,19.12,0.18,130.68820,44.92617,55630.19490,0
084245.18+445533.9,1143035055808,18.49,0.15,130.68868,44.92608,55693.20769,0
084245.18+445533.9,1143035055808,18.92,0.19,130.68830,44.92592,55693.21551,0
084245.18+445533.9,1143035055808,18.62,0.14,130.68816,44.92627,55922.44897,0
084245.18+445533.9,1143035055808,18.47,0.13,130.68784,44.92606,55922.45515,0
084245.18+445533.9,1143035055808,18.91,0.16,130.68843,44.92638,55922.46140,0
084245.18+445533.9,1143035055808,18.82,0.15,130.68836,44.92643,55922.46753,0
084245.18+445533.9,1143035055808,18.80,0.15,130.68847,44.92595,55928.27304,0
084245.18+445533.9,1143035055808,18.86,0.15,130.68837,44.92642,55928.28226,0
084245.18+445533.9,1143035055808,18.89,0.16,130.68804,44.92621,55928.29151,0
084245.18+445533.9,1143035055808,18.83,0.15,130.68838,44.92600,55928.30075,0
084245.18+445533.9,1143035055808,18.85,0.15,130.68813,44.92608,55945.23804,0
084245.18+445533.9,1143035055808,18.98,0.16,130.68795,44.92610,55945.24370,0
084245.18+445533.9,1143035055808,18.48,0.13,130.68876,44.92610,55945.24933,0
084245.18+445533.9,1143035055808,18.72,0.15,130.68870,44.92585,55945.25501,0
084245.18+445533.9,1143035055808,18.69,0.14,130.68845,44.92607,55969.20790,0
084245.18+445533.9,1143035055808,18.86,0.16,130.68823,44.92620,55969.21580,0
084245.18+445533.9,1143035055808,19.05,0.17,130.68823,44.92613,55969.22376,0
084245.18+445533.9,1143035055808,18.72,0.15,130.68826,44.92615,55969.23170,0
084245.18+445533.9,1143035055808,18.66,0.14,130.68791,44.92639,55980.16510,0
084245.18+445533.9,1143035055808,18.48,0.13,130.68784,44.92635,55980.17123,0
084245.18+445533.9,1143035055808,18.73,0.15,130.68813,44.92620,55980.17747,0
084245.18+445533.9,1143035055808,18.80,0.16,130.68844,44.92625,55980.18359,0
084245.18+445533.9,1143035055808,18.65,0.15,130.68795,44.92627,55987.14322,0
084245.18+445533.9,1143035055808,18.92,0.17,130.68820,44.92599,55987.15003,0
084245.18+445533.9,1143035055808,18.85,0.17,130.68786,44.92660,55987.15682,0
084245.18+445533.9,1143035055808,19.39,0.21,130.68788,44.92610,55987.16365,0
084245.18+445533.9,1143035055808,18.63,0.14,130.68826,44.92597,56044.18612,0
084245.18+445533.9,1143035055808,18.82,0.16,130.68837,44.92615,56044.19464,0
084245.18+445533.9,1143035055808,18.55,0.14,130.68854,44.92582,56044.20319,0
084245.18+445533.9,1143035055808,18.65,0.14,130.68808,44.92608,56044.21178,0
084245.18+445533.9,1143035055808,18.88,0.16,130.68866,44.92634,56069.16769,0
084245.18+445533.9,1143035055808,18.63,0.14,130.68838,44.92603,56069.17330,0
084245.18+445533.9,1143035055808,19.13,0.18,130.68853,44.92592,56069.17895,0
084245.18+445533.9,1143035055808,18.64,0.14,130.68882,44.92587,56069.18464,0
084245.18+445533.9,1143035055808,18.87,0.18,130.68834,44.92630,56227.39900,0
084245.18+445533.9,1143035055808,18.88,0.18,130.68844,44.92590,56227.40662,0
084245.18+445533.9,1143035055808,19.22,0.21,130.68791,44.92630,56227.41422,0
084245.18+445533.9,1143035055808,18.97,0.19,130.68824,44.92630,56227.42188,0
084245.18+445533.9,1143035055808,18.83,0.13,130.68802,44.92626,56237.45502,0
084245.18+445533.9,1143035055808,18.63,0.12,130.68843,44.92630,56237.46123,0
084245.18+445533.9,1143035055808,18.50,0.12,130.68779,44.92621,56237.46743,0
084245.18+445533.9,1143035055808,18.80,0.13,130.68799,44.92621,56237.47358,0
084245.18+445533.9,1143035055808,18.60,0.12,130.68826,44.92608,56255.30386,0
084245.18+445533.9,1143035055808,18.95,0.14,130.68779,44.92627,56255.31359,0
084245.18+445533.9,1143035055808,18.77,0.13,130.68792,44.92618,56255.32341,0
084245.18+445533.9,1143035055808,18.75,0.13,130.68808,44.92636,56255.33328,0
084245.18+445533.9,1143035055808,18.58,0.14,130.68787,44.92609,56270.41664,0
084245.18+445533.9,1143035055808,18.92,0.16,130.68814,44.92625,56270.42193,0
084245.18+445533.9,1143035055808,18.55,0.14,130.68816,44.92620,56270.42740,0
084245.18+445533.9,1143035055808,18.96,0.16,130.68800,44.92630,56270.43402,0
084245.18+445533.9,1143035055808,18.83,0.13,130.68813,44.92616,56307.35236,0
084245.18+445533.9,1143035055808,18.55,0.12,130.68792,44.92628,56307.36166,0
084245.18+445533.9,1143035055808,18.62,0.12,130.68818,44.92617,56307.37089,0
084245.18+445533.9,1143035055808,18.81,0.13,130.68833,44.92634,56307.37978,0
084245.18+445533.9,1143035055808,19.03,0.17,130.68833,44.92617,56323.48652,0
084245.18+445533.9,1143035055808,18.57,0.15,130.68817,44.92572,56323.49164,0
084245.18+445533.9,1143035055808,18.33,0.14,130.68830,44.92597,56323.49679,0
084245.18+445533.9,1143035055808,18.66,0.16,130.68806,44.92633,56323.50190,0
084245.18+445533.9,1143035055808,18.63,0.14,130.68783,44.92622,56358.29282,0
084245.18+445533.9,1143035055808,18.46,0.13,130.68793,44.92616,56358.30019,0
084245.18+445533.9,1143035055808,18.78,0.15,130.68822,44.92647,56358.30757,0
084245.18+445533.9,1143035055808,18.92,0.16,130.68820,44.92641,56358.31491,0
084245.18+445533.9,1143035055808,18.48,0.14,130.68769,44.92581,56432.17974,0
084245.18+445533.9,1143035055808,18.72,0.15,130.68809,44.92625,56432.18479,0
084245.18+445533.9,1143035055808,18.60,0.15,130.68829,44.92611,56432.18988,0
084245.18+445533.9,1143035055808,18.95,0.17,130.68864,44.92651,56432.19492,0
084245.18+445533.9,1143035055808,18.42,0.13,130.68832,44.92620,56569.45971,0
084245.18+445533.9,1143035055808,18.67,0.14,130.68825,44.92626,56569.46691,0
084245.18+445533.9,1143035055808,18.60,0.14,130.68839,44.92620,56569.47424,0
084245.18+445533.9,1143035055808,18.83,0.15,130.68825,44.92634,56569.48153,0
084245.18+445533.9,1143035055808,18.49,0.13,130.68824,44.92626,56593.49502,0
084245.18+445533.9,1143035055808,18.69,0.15,130.68841,44.92595,56593.49906,0
084245.18+445533.9,1143035055808,18.57,0.14,130.68837,44.92634,56593.50309,0
084245.18+445533.9,1143035055808,19.23,0.19,130.68825,44.92625,56593.50713,0
143418.47+491236.5,1149053026365,17.76,0.11,218.57749,49.21015,53531.28172,0
143418.47+491236.5,1149053026365,17.63,0.11,218.57746,49.21016,53531.28898,0
143418.47+491236.5,1149053026365,17.70,0.11,218.57699,49.21017,53531.29623,0
143418.47+491236.5,1149053026365,17.69,0.11,218.57720,49.21015,53531.30349,0
143418.47+491236.5,1149053026365,17.68,0.12,218.57717,49.21023,53769.52256,0
143418.47+491236.5,1149053026365,17.80,0.12,218.57736,49.21017,53769.53155,0
143418.47+491236.5,1149053026365,17.86,0.12,218.57718,49.21023,53769.54063,0
143418.47+491236.5,1149053026365,17.61,0.11,218.57661,49.21041,53769.54986,0
143418.47+491236.5,1149053026365,17.80,0.28,218.57736,49.21053,53901.30943,0
143418.47+491236.5,1149053026365,17.78,0.28,218.57718,49.21029,53901.31046,0
143418.47+491236.5,1149053026365,17.44,0.23,218.57802,49.21022,53901.31152,0
143418.47+491236.5,1149053026365,17.76,0.27,218.57757,49.21003,53901.31253,0
143418.47+491236.5,1149053026365,17.66,0.10,218.57723,49.21017,53799.37873,0
143418.47+491236.5,1149053026365,17.74,0.10,218.57747,49.21015,53799.38653,0
143418.47+491236.5,1149053026365,17.74,0.10,218.57714,49.21025,53799.39416,0
143418.47+491236.5,1149053026365,17.78,0.10,218.57725,49.21028,53799.40210,0
143418.47+491236.5,1149053026365,17.75,0.11,218.57705,49.21018,53884.31412,0
143418.47+491236.5,1149053026365,17.87,0.11,218.57711,49.21022,53884.31957,0
143418.47+491236.5,1149053026365,17.76,0.11,218.57713,49.21022,53884.32508,0
143418.47+491236.5,1149053026365,17.78,0.11,218.57735,49.21009,53884.33049,0
143418.47+491236.5,1149053026365,17.67,0.10,218.57726,49.21016,54001.10213,0
143418.47+491236.5,1149053026365,17.53,0.10,218.57751,49.21036,54001.10591,0
143418.47+491236.5,1149053026365,17.55,0.10,218.57764,49.21011,54001.10968,0
143418.47+491236.5,1149053026365,17.76,0.10,218.57728,49.21026,54001.11345,0
143418.47+491236.5,1149053026365,17.61,0.10,218.57738,49.21016,54208.33184,0
143418.47+491236.5,1149053026365,17.66,0.11,218.57709,49.21024,54208.33878,0
143418.47+491236.5,1149053026365,17.77,0.11,218.57702,49.21010,54208.34571,0
143418.47+491236.5,1149053026365,17.84,0.11,218.57749,49.21009,54208.35264,0
143418.47+491236.5,1149053026365,17.69,0.10,218.57696,49.21034,54138.49931,0
143418.47+491236.5,1149053026365,17.78,0.10,218.57705,49.21037,54138.50368,0
143418.47+491236.5,1149053026365,17.94,0.11,218.57729,49.21004,54138.50803,0
143418.47+491236.5,1149053026365,17.83,0.10,218.57703,49.21021,54138.51239,0
143418.47+491236.5,1149053026365,17.84,0.11,218.57724,49.21024,54265.27526,0
143418.47+491236.5,1149053026365,17.75,0.11,218.57737,49.21023,54265.28719,0
143418.47+491236.5,1149053026365,17.73,0.10,218.57730,49.21033,54265.29542,0
143418.47+491236.5,1149053026365,17.62,0.10,218.57717,49.21004,54265.30360,0
143418.47+491236.5,1149053026365,17.49,0.10,218.57715,49.21018,54276.24752,0
143418.47+491236.5,1149053026365,17.58,0.10,218.57727,49.21024,54276.25304,0
143418.47+491236.5,1149053026365,17.75,0.11,218.57687,49.21020,54276.25857,0
143418.47+491236.5,1149053026365,17.60,0.11,218.57737,49.21031,54276.26413,0
143418.47+491236.5,1149053026365,17.73,0.11,218.57753,49.21010,54178.48138,0
143418.47+491236.5,1149053026365,17.67,0.10,218.57733,49.21023,54178.48763,0
143418.47+491236.5,1149053026365,17.70,0.10,218.57745,49.21013,54178.49381,0
143418.47+491236.5,1149053026365,17.63,0.10,218.57742,49.21008,54178.50003,0
143418.47+491236.5,1149053026365,17.62,0.10,218.57732,49.21017,54238.34937,0
143418.47+491236.5,1149053026365,17.82,0.11,218.57711,49.21023,54238.35438,0
143418.47+491236.5,1149053026365,17.87,0.11,218.57715,49.21013,54238.35936,0
143418.47+491236.5,1149053026365,17.65,0.10,218.57706,49.21029,54238.36432,0
143418.47+491236.5,1149053026365,17.91,0.11,218.57718,49.21016,54246.27595,0
143418.47+491236.5,1149053026365,17.64,0.10,218.57721,49.21015,54246.28415,0
143418.47+491236.5,1149053026365,17.71,0.10,218.57712,49.21012,54246.29244,0
143418.47+491236.5,1149053026365,17.75,0.10,218.57716,49.21008,54246.30065,0
143418.47+491236.5,1149053026365,17.84,0.11,218.57696,49.21019,54628.34248,0
143418.47+491236.5,1149053026365,17.63,0.10,218.57732,49.21002,54628.34591,0
143418.47+491236.5,1149053026365,17.64,0.10,218.57762,49.21019,54628.34937,0
143418.47+491236.5,1149053026365,17.72,0.10,218.57734,49.21028,54628.35283,0
143418.47+491236.5,1149053026365,17.72,0.10,218.57643,49.21041,54640.26330,0
143418.47+491236.5,1149053026365,17.75,0.11,218.57666,49.21030,54538.44741,0
143418.47+491236.5,1149053026365,17.66,0.10,218.57684,49.21026,54538.44788,0
143418.47+491236.5,1149053026365,17.51,0.10,218.57665,49.21021,54538.44836,0
143418.47+491236.5,1149053026365,17.80,0.11,218.57641,49.21057,54538.44883,0
143418.47+491236.5,1149053026365,17.81,0.11,218.57696,49.21025,54946.37858,0
143418.47+491236.5,1149053026365,17.73,0.10,218.57721,49.21021,54946.38496,0
143418.47+491236.5,1149053026365,17.82,0.10,218.57714,49.21029,54946.39134,0
143418.47+491236.5,1149053026365,17.74,0.10,218.57697,49.21025,54946.39771,0
143418.47+491236.5,1149053026365,17.85,0.13,218.57712,49.21021,55044.21569,0
143418.47+491236.5,1149053026365,17.91,0.13,218.57666,49.21020,55044.22269,0
143418.47+491236.5,1149053026365,17.65,0.12,218.57687,49.21046,55044.22959,0
143418.47+491236.5,1149053026365,17.67,0.12,218.57681,49.21031,55044.23652,0
143418.47+491236.5,1149053026365,17.86,0.11,218.57696,49.21023,54876.43262,0
143418.47+491236.5,1149053026365,17.87,0.11,218.57701,49.21022,54876.43803,0
143418.47+491236.5,1149053026365,17.82,0.11,218.57704,49.21020,54876.44350,0
143418.47+491236.5,1149053026365,17.70,0.11,218.57708,49.21016,54876.44898,0
143418.47+491236.5,1149053026365,17.74,0.10,218.57697,49.21036,54862.40791,0
143418.47+491236.5,1149053026365,17.70,0.10,218.57699,49.21025,54862.41899,0
143418.47+491236.5,1149053026365,17.67,0.10,218.57703,49.21021,54862.43004,0
143418.47+491236.5,1149053026365,17.73,0.10,218.57699,49.21040,54862.44119,0
143418.47+491236.5,1149053026365,17.54,0.11,218.57681,49.21015,55018.21325,0
143418.47+491236.5,1149053026365,17.67,0.12,218.57669,49.21040,55018.21721,0
143418.47+491236.5,1149053026365,17.58,0.11,218.57696,49.21004,55018.22114,0
143418.47+491236.5,1149053026365,17.52,0.11,218.57683,49.21025,55018.22512,0
143418.47+491236.5,1149053026365,17.64,0.10,218.57700,49.21029,55005.24865,0
143418.47+491236.5,1149053026365,17.71,0.10,218.57687,49.21019,55005.25597,0
143418.47+491236.5,1149053026365,17.71,0.10,218.57711,49.21026,55005.26326,0
143418.47+491236.5,1149053026365,17.70,0.10,218.57699,49.21035,55005.27048,0
143418.47+491236.5,1149053026365,17.69,0.11,218.57694,49.21014,54892.38654,0
143418.47+491236.5,1149053026365,17.78,0.11,218.57696,49.21026,54892.39378,0
143418.47+491236.5,1149053026365,17.76,0.11,218.57702,49.21021,54892.40101,0
143418.47+491236.5,1149053026365,17.72,0.11,218.57687,49.21028,54892.40822,0
143418.47+491236.5,1149053026365,17.83,0.11,218.57684,49.21036,54908.31185,0
143418.47+491236.5,1149053026365,17.80,0.10,218.57699,49.21019,54908.31672,0
143418.47+491236.5,1149053026365,17.80,0.10,218.57729,49.21020,54908.32161,0
143418.47+491236.5,1149053026365,17.74,0.10,218.57693,49.21020,54908.32651,0
143418.47+491236.5,1149053026365,17.52,0.11,218.57746,49.21024,54915.40844,0
143418.47+491236.5,1149053026365,17.55,0.11,218.57671,49.21015,54915.41129,0
143418.47+491236.5,1149053026365,17.48,0.11,218.57680,49.21021,54915.41426,0
143418.47+491236.5,1149053026365,17.96,0.14,218.57694,49.21032,54915.41723,0
143418.47+491236.5,1149053026365,17.61,0.10,218.57703,49.21011,54981.30589,0
143418.47+491236.5,1149053026365,17.80,0.10,218.57672,49.21036,54981.31205,0
143418.47+491236.5,1149053026365,17.58,0.10,218.57682,49.21030,54981.31822,0
143418.47+491236.5,1149053026365,17.83,0.11,218.57678,49.21035,54981.32433,0
143418.47+491236.5,1149053026365,17.67,0.10,218.57701,49.21010,55297.33112,0
143418.47+491236.5,1149053026365,17.65,0.10,218.57662,49.21020,55297.33690,0
143418.47+491236.5,1149053026365,17.83,0.10,218.57696,49.21028,55297.34271,0
143418.47+491236.5,1149053026365,17.57,0.10,218.57687,49.21024,55297.34854,0
143418.47+491236.5,1149053026365,17.75,0.10,218.57679,49.21018,55360.24843,0
143418.47+491236.5,1149053026365,17.75,0.10,218.57694,49.21026,55360.25422,0
143418.47+491236.5,1149053026365,17.59,0.10,218.57685,49.21019,55360.26001,0
143418.47+491236.5,1149053026365,17.74,0.10,218.57697,49.21010,55360.26573,0
143418.47+491236.5,1149053026365,17.84,0.12,218.57677,49.21028,55281.37039,0
143418.47+491236.5,1149053026365,17.68,0.11,218.57677,49.21017,55281.37392,0
143418.47+491236.5,1149053026365,17.53,0.11,218.57715,49.21020,55281.37751,0
143418.47+491236.5,1149053026365,17.67,0.11,218.57689,49.21011,55281.38105,0
143418.47+491236.5,1149053026365,17.66,0.10,218.57725,49.21011,55327.38270,0
143418.47+491236.5,1149053026365,17.73,0.10,218.57723,49.21018,55327.38862,0
143418.47+491236.5,1149053026365,17.66,0.10,218.57689,49.21027,55327.39442,0
143418.47+491236.5,1149053026365,17.76,0.10,218.57706,49.21016,55327.40023,0
143418.47+491236.5,1149053026365,17.82,0.11,218.57689,49.21016,55721.24800,0
143418.47+491236.5,1149053026365,17.70,0.10,218.57686,49.21015,55721.25605,0
143418.47+491236.5,1149053026365,17.65,0.10,218.57715,49.21022,55721.26417,0
