InputID,ID,Mag,Magerr,RA,Decl,MJD,Blend
083325.69+391204.7,1138037061290,18.00,0.10,128.35676,39.20151,56238.51769,0
083325.69+391204.7,1138037061290,17.89,0.10,128.35701,39.20144,56238.52360,0
083325.69+391204.7,1138037061290,18.15,0.15,128.35712,39.20135,56246.35985,0
083325.69+391204.7,1138037061290,17.96,0.11,128.35692,39.20151,56246.36667,0
083325.69+391204.7,1138037061290,17.91,0.11,128.35713,39.20148,56246.37349,0
083325.69+391204.7,1138037061290,17.96,0.11,128.35690,39.20147,56246.38036,0
083325.69+391204.7,1138037061290,17.67,0.09,128.35717,39.20144,56255.30725,0
083325.69+391204.7,1138037061290,17.84,0.10,128.35697,39.20138,56255.31700,0
083325.69+391204.7,1138037061290,18.01,0.10,128.35711,39.20152,56255.32685,0
083325.69+391204.7,1138037061290,17.91,0.10,128.35693,39.20150,56255.33668,0
083325.69+391204.7,1138037061290,17.86,0.11,128.35692,39.20135,56270.41323,0
083325.69+391204.7,1138037061290,18.01,0.11,128.35693,39.20141,56270.41842,0
083325.69+391204.7,1138037061290,17.83,0.11,128.35722,39.20136,56270.42379,0
083325.69+391204.7,1138037061290,17.84,0.11,128.35711,39.20133,56270.42935,0
083325.69+391204.7,1138037061290,17.96,0.11,128.35703,39.20147,56295.23741,0
083325.69+391204.7,1138037061290,17.91,0.11,128.35685,39.20152,56295.24407,0
083325.69+391204.7,1138037061290,18.16,0.12,128.35662,39.20146,56295.25115,0
083325.69+391204.7,1138037061290,18.03,0.11,128.35691,39.20141,56295.25798,0
083325.69+391204.7,1138037061290,17.92,0.10,128.35699,39.20135,56307.23293,0
083325.69+391204.7,1138037061290,17.95,0.10,128.35686,39.20133,56307.23829,0
083325.69+391204.7,1138037061290,18.07,0.10,128.35698,39.20143,56307.24373,0
083325.69+391204.7,1138037061290,17.93,0.10,128.35702,39.20145,56307.24918,0
083325.69+391204.7,1138037061290,17.86,0.12,128.35710,39.20131,56313.39755,0
083325.69+391204.7,1138037061290,18.12,0.18,128.35724,39.20145,56313.40320,0
083325.69+391204.7,1138037061290,17.52,0.13,128.35652,39.20143,56313.40889,0
083325.69+391204.7,1138037061290,18.04,0.18,128.35692,39.20146,56313.41456,0
083325.69+391204.7,1138037061290,17.88,0.11,128.35715,39.20152,56323.41443,0
083325.69+391204.7,1138037061290,17.91,0.12,128.35685,39.20148,56323.41950,0
083325.69+391204.7,1138037061290,18.09,0.12,128.35669,39.20172,56323.42456,0
083325.69+391204.7,1138037061290,18.15,0.12,128.35657,39.20158,56323.42968,0
083325.69+391204.7,1138037061290,17.88,0.11,128.35703,39.20148,56330.22486,0
083325.69+391204.7,1138037061290,17.95,0.11,128.35709,39.20157,56330.23001,0
083325.69+391204.7,1138037061290,18.08,0.12,128.35700,39.20161,56330.23515,0
083325.69+391204.7,1138037061290,17.90,0.11,128.35683,39.20156,56330.24034,0
083325.69+391204.7,1138037061290,18.03,0.10,128.35694,39.20148,56341.17528,0
083325.69+391204.7,1138037061290,17.96,0.10,128.35700,39.20152,56341.18140,0
083325.69+391204.7,1138037061290,17.92,0.10,128.35698,39.20142,56341.18759,0
083325.69+391204.7,1138037061290,17.84,0.10,128.35705,39.20144,56341.19377,0
083325.69+391204.7,1138037061290,17.98,0.11,128.35695,39.20144,56356.15289,0
083325.69+391204.7,1138037061290,18.07,0.12,128.35703,39.20133,56356.16266,0
083325.69+391204.7,1138037061290,17.87,0.11,128.35709,39.20152,56356.17256,0
083325.69+391204.7,1138037061290,18.01,0.11,128.35676,39.20154,56356.18236,0
083325.69+391204.7,1138037061290,18.02,0.12,128.35702,39.20151,56367.35176,0
083325.69+391204.7,1138037061290,17.92,0.11,128.35719,39.20144,56367.35513,0
083325.69+391204.7,1138037061290,18.50,0.18,128.35686,39.20160,56367.35852,0
083325.69+391204.7,1138037061290,18.06,0.12,128.35705,39.20130,56367.36193,0
083325.69+391204.7,1138037061290,18.00,0.11,128.35712,39.20139,55947.17127,0
083325.69+391204.7,1138037061290,18.00,0.11,128.35708,39.20140,55947.17687,0
083325.69+391204.7,1138037061290,18.07,0.11,128.35695,39.20148,55947.18254,0
083325.69+391204.7,1138037061290,18.08,0.12,128.35707,39.20155,55947.18832,0
083325.69+391204.7,1138037061290,17.93,0.11,128.35707,39.20138,56399.13410,0
083325.69+391204.7,1138037061290,18.07,0.12,128.35705,39.20147,56399.14138,0
083325.69+391204.7,1138037061290,18.11,0.12,128.35694,39.20140,56399.14877,0
083325.69+391204.7,1138037061290,18.05,0.12,128.35704,39.20138,56399.15600,0
083325.69+391204.7,1138037061290,18.00,0.10,128.35722,39.20150,56404.16467,0
083325.69+391204.7,1138037061290,18.10,0.11,128.35685,39.20128,56404.17412,0
083325.69+391204.7,1138037061290,17.99,0.10,128.35718,39.20142,56404.18368,0
083325.69+391204.7,1138037061290,17.77,0.09,128.35744,39.20150,56404.19323,0
083325.69+391204.7,1138037061290,17.98,0.12,128.35713,39.20162,56431.17858,0
083325.69+391204.7,1138037061290,17.89,0.11,128.35725,39.20154,56431.18359,0
083325.69+391204.7,1138037061290,18.19,0.13,128.35711,39.20144,56431.18869,0
083325.69+391204.7,1138037061290,17.90,0.12,128.35731,39.20139,56431.19372,0
083325.69+391204.7,1138037061290,18.10,0.12,128.35704,39.20149,56569.46080,0
083325.69+391204.7,1138037061290,18.05,0.11,128.35712,39.20138,56569.46803,0
083325.69+391204.7,1138037061290,17.91,0.11,128.35708,39.20144,56569.47539,0
083325.69+391204.7,1138037061290,18.07,0.12,128.35706,39.20147,56569.48262,0
083325.69+391204.7,1138037061290,18.03,0.11,128.35694,39.20143,56593.49301,0
083325.69+391204.7,1138037061290,17.99,0.11,128.35706,39.20140,56593.49704,0
083325.69+391204.7,1138037061290,18.11,0.12,128.35701,39.20148,56593.50108,0
083325.69+391204.7,1138037061290,18.19,0.12,128.35691,39.20146,56593.50512,0
154535.87+014958.1,1101085056191,17.33,0.09,236.39945, 1.83289,53464.43882,0
154535.87+014958.1,1101085056191,17.33,0.09,236.39942, 1.83276,53464.44694,0
154535.87+014958.1,1101085056191,17.45,0.10,236.39940, 1.83293,53464.45521,0
154535.87+014958.1,1101085056191,17.52,0.10,236.39932, 1.83302,53464.46336,0
154535.87+014958.1,1101085056191,17.58,0.10,236.39925, 1.83279,53556.26027,0
154535.87+014958.1,1101085056191,17.47,0.10,236.39940, 1.83287,53556.26850,0
154535.87+014958.1,1101085056191,17.55,0.10,236.39937, 1.83292,53556.27680,0
154535.87+014958.1,1101085056191,17.47,0.10,236.39938, 1.83282,53556.28499,0
154535.87+014958.1,1101085056191,17.55,0.11,236.39937, 1.83274,53537.22642,0
154535.87+014958.1,1101085056191,17.58,0.11,236.39926, 1.83283,53537.23362,0
154535.87+014958.1,1101085056191,17.43,0.11,236.39939, 1.83282,53537.24073,0
154535.87+014958.1,1101085056191,17.09,0.09,236.39958, 1.83292,53537.24784,0
154535.87+014958.1,1101085056191,17.36,0.09,236.39955, 1.83301,53494.35923,0
154535.87+014958.1,1101085056191,17.25,0.09,236.39942, 1.83279,53494.36881,0
154535.87+014958.1,1101085056191,17.42,0.10,236.39943, 1.83279,53494.37840,0
154535.87+014958.1,1101085056191,17.20,0.09,236.39935, 1.83300,53494.38795,0
154535.87+014958.1,1101085056191,17.45,0.10,236.39941, 1.83295,53509.19270,0
154535.87+014958.1,1101085056191,17.42,0.10,236.39944, 1.83289,53509.20124,0
154535.87+014958.1,1101085056191,17.18,0.09,236.39941, 1.83289,53509.20979,0
154535.87+014958.1,1101085056191,17.26,0.09,236.39930, 1.83267,53509.21835,0
154535.87+014958.1,1101085056191,17.48,0.10,236.39926, 1.83271,53521.33378,0
154535.87+014958.1,1101085056191,17.31,0.09,236.39934, 1.83297,53521.34347,0
154535.87+014958.1,1101085056191,17.57,0.10,236.39943, 1.83286,53521.35324,0
154535.87+014958.1,1101085056191,17.42,0.10,236.39943, 1.83301,53521.36300,0
154535.87+014958.1,1101085056191,17.36,0.10,236.39938, 1.83292,53834.45561,0
154535.87+014958.1,1101085056191,17.48,0.10,236.39948, 1.83299,53846.29913,0
154535.87+014958.1,1101085056191,17.31,0.10,236.39932, 1.83295,53846.30910,0
154535.87+014958.1,1101085056191,17.51,0.10,236.39931, 1.83283,53846.31891,0
154535.87+014958.1,1101085056191,17.40,0.10,236.39940, 1.83291,53846.32877,0
154535.87+014958.1,1101085056191,17.45,0.11,236.39936, 1.83273,53976.15329,0
154535.87+014958.1,1101085056191,17.56,0.12,236.39936, 1.83274,53976.15710,0
154535.87+014958.1,1101085056191,17.45,0.11,236.39941, 1.83301,53976.16089,0
154535.87+014958.1,1101085056191,17.08,0.10,236.39923, 1.83279,53976.16467,0
154535.87+014958.1,1101085056191,17.16,0.09,236.39963, 1.83300,53768.48256,0
154535.87+014958.1,1101085056191,17.34,0.10,236.39928, 1.83296,53768.48913,0
154535.87+014958.1,1101085056191,17.38,0.10,236.39944, 1.83270,53768.49575,0
154535.87+014958.1,1101085056191,17.42,0.10,236.39946, 1.83289,53768.50227,0
154535.87+014958.1,1101085056191,17.12,0.09,236.39943, 1.83283,53745.52208,0
154535.87+014958.1,1101085056191,17.34,0.10,236.39933, 1.83268,53745.52860,0
154535.87+014958.1,1101085056191,17.52,0.10,236.39943, 1.83295,53745.53514,0
154535.87+014958.1,1101085056191,17.46,0.10,236.39934, 1.83281,53745.54168,0
154535.87+014958.1,1101085056191,17.91,0.30,236.39946, 1.83293,53904.30133,0
154535.87+014958.1,1101085056191,17.43,0.23,236.39948, 1.83291,53904.30239,0
154535.87+014958.1,1101085056191,17.53,0.24,236.39926, 1.83307,53904.30345,0
154535.87+014958.1,1101085056191,17.55,0.25,236.39927, 1.83291,53904.30451,0
154535.87+014958.1,1101085056191,17.39,0.10,236.39931, 1.83287,53907.25507,0
154535.87+014958.1,1101085056191,17.50,0.10,236.39945, 1.83293,53907.26592,0
154535.87+014958.1,1101085056191,17.35,0.10,236.39957, 1.83302,53907.27682,0
154535.87+014958.1,1101085056191,17.53,0.11,236.39950, 1.83295,53907.28770,0
154535.87+014958.1,1101085056191,17.49,0.10,236.39936, 1.83291,53856.32256,0
154535.87+014958.1,1101085056191,17.40,0.10,236.39943, 1.83302,53856.33247,0
154535.87+014958.1,1101085056191,17.46,0.10,236.39923, 1.83289,53856.34241,0
154535.87+014958.1,1101085056191,17.37,0.10,236.39936, 1.83289,53856.35235,0
154535.87+014958.1,1101085056191,17.31,0.22,236.39923, 1.83274,53863.41436,0
154535.87+014958.1,1101085056191,17.60,0.25,236.39907, 1.83271,53863.41520,0
154535.87+014958.1,1101085056191,17.33,0.22,236.39910, 1.83309,53863.41593,0
154535.87+014958.1,1101085056191,17.49,0.24,236.39941, 1.83268,53863.41669,0
154535.87+014958.1,1101085056191,17.54,0.10,236.39950, 1.83289,53878.32670,0
154535.87+014958.1,1101085056191,17.58,0.10,236.39934, 1.83286,53878.33157,0
154535.87+014958.1,1101085056191,17.47,0.10,236.39944, 1.83294,53878.33649,0
154535.87+014958.1,1101085056191,17.20,0.09,236.39923, 1.83283,53878.34141,0
154535.87+014958.1,1101085056191,17.43,0.10,236.39936, 1.83292,53882.23168,0
154535.87+014958.1,1101085056191,17.44,0.10,236.39934, 1.83277,53882.24022,0
154535.87+014958.1,1101085056191,17.36,0.10,236.39949, 1.83297,53882.24876,0
154535.87+014958.1,1101085056191,17.35,0.10,236.39916, 1.83288,53882.25730,0
154535.87+014958.1,1101085056191,17.64,0.13,236.39957, 1.83280,53989.10940,0
154535.87+014958.1,1101085056191,17.56,0.13,236.39953, 1.83287,53989.11158,0
154535.87+014958.1,1101085056191,17.31,0.12,236.39928, 1.83263,53989.11378,0
154535.87+014958.1,1101085056191,17.15,0.11,236.39955, 1.83273,53989.11595,0
154535.87+014958.1,1101085056191,17.44,0.09,236.39923, 1.83289,53994.10930,0
154535.87+014958.1,1101085056191,17.27,0.09,236.39951, 1.83293,53994.11407,0
154535.87+014958.1,1101085056191,17.32,0.09,236.39939, 1.83317,53994.11886,0
154535.87+014958.1,1101085056191,17.38,0.10,236.39929, 1.83289,54206.41841,0
154535.87+014958.1,1101085056191,17.30,0.09,236.39930, 1.83294,54206.42442,0
154535.87+014958.1,1101085056191,17.24,0.09,236.39956, 1.83281,54206.43040,0
154535.87+014958.1,1101085056191,17.11,0.09,236.39911, 1.83287,54206.43638,0
154535.87+014958.1,1101085056191,17.51,0.10,236.39942, 1.83291,54213.34334,0
154535.87+014958.1,1101085056191,17.40,0.10,236.39927, 1.83288,54213.35274,0
154535.87+014958.1,1101085056191,17.49,0.10,236.39951, 1.83292,54213.36213,0
154535.87+014958.1,1101085056191,17.41,0.10,236.39949, 1.83293,54213.37151,0
154535.87+014958.1,1101085056191,17.22,0.11,236.39938, 1.83303,54256.21909,0
154535.87+014958.1,1101085056191,17.54,0.14,236.39950, 1.83295,54256.22553,0
154535.87+014958.1,1101085056191,17.10,0.13,236.39960, 1.83255,54256.23201,0
154535.87+014958.1,1101085056191,17.52,0.14,236.39943, 1.83290,54256.23843,0
154535.87+014958.1,1101085056191,17.60,0.11,236.39939, 1.83271,54263.29452,0
154535.87+014958.1,1101085056191,17.25,0.09,236.39930, 1.83288,54263.29987,0
154535.87+014958.1,1101085056191,17.31,0.10,236.39941, 1.83305,54263.30524,0
154535.87+014958.1,1101085056191,17.46,0.10,236.39942, 1.83289,54263.31059,0
154535.87+014958.1,1101085056191,17.48,0.10,236.39940, 1.83286,54269.22705,0
154535.87+014958.1,1101085056191,17.40,0.10,236.39943, 1.83290,54269.23557,0
154535.87+014958.1,1101085056191,17.30,0.09,236.39938, 1.83276,54269.24408,0
154535.87+014958.1,1101085056191,17.47,0.10,236.39945, 1.83288,54269.25261,0
154535.87+014958.1,1101085056191,17.36,0.09,236.39943, 1.83311,54175.45776,0
154535.87+014958.1,1101085056191,17.43,0.10,236.39936, 1.83302,54175.46492,0
154535.87+014958.1,1101085056191,17.38,0.09,236.39941, 1.83278,54175.47202,0
154535.87+014958.1,1101085056191,17.41,0.09,236.39950, 1.83293,54175.47910,0
154535.87+014958.1,1101085056191,17.37,0.10,236.39948, 1.83285,54229.40978,0
154535.87+014958.1,1101085056191,17.43,0.10,236.39949, 1.83279,54229.41855,0
154535.87+014958.1,1101085056191,17.41,0.10,236.39946, 1.83281,54229.42733,0
154535.87+014958.1,1101085056191,17.26,0.09,236.39934, 1.83282,54229.43609,0
154535.87+014958.1,1101085056191,17.44,0.10,236.39940, 1.83286,54239.31473,0
154535.87+014958.1,1101085056191,17.29,0.10,236.39931, 1.83284,54239.32556,0
154535.87+014958.1,1101085056191,17.44,0.10,236.39928, 1.83291,54239.33645,0
154535.87+014958.1,1101085056191,17.35,0.10,236.39925, 1.83293,54239.34732,0
154535.87+014958.1,1101085056191,17.44,0.10,236.39928, 1.83277,54246.30679,0
154535.87+014958.1,1101085056191,17.59,0.10,236.39928, 1.83285,54246.31659,0
154535.87+014958.1,1101085056191,17.28,0.09,236.39943, 1.83293,54246.32641,0
154535.87+014958.1,1101085056191,17.43,0.10,236.39943, 1.83295,54246.33618,0
154535.87+014958.1,1101085056191,17.37,0.09,236.39942, 1.83282,54567.40073,0
154535.87+014958.1,1101085056191,17.35,0.09,236.39931, 1.83299,54567.40507,0
154535.87+014958.1,1101085056191,17.38,0.09,236.39949, 1.83288,54567.40942,0
154535.87+014958.1,1101085056191,17.26,0.09,236.39947, 1.83296,54567.41373,0
154535.87+014958.1,1101085056191,17.42,0.10,236.39946, 1.83283,54572.45695,0
154535.87+014958.1,1101085056191,17.31,0.09,236.39944, 1.83304,54572.46338,0
154535.87+014958.1,1101085056191,17.32,0.10,236.39936, 1.83298,54572.46980,0
154535.87+014958.1,1101085056191,17.66,0.11,236.39952, 1.83276,54572.47624,0
154535.87+014958.1,1101085056191,17.44,0.09,236.39946, 1.83291,54506.50281,0
154535.87+014958.1,1101085056191,17.37,0.09,236.39932, 1.83290,54506.51035,0
154535.87+014958.1,1101085056191,17.35,0.09,236.39938, 1.83284,54506.51861,0
154535.87+014958.1,1101085056191,17.40,0.09,236.39932, 1.83292,54506.52680,0
154535.87+014958.1,1101085056191,17.36,0.09,236.39936, 1.83280,54510.51004,0
154535.87+014958.1,1101085056191,17.33,0.09,236.39929, 1.83283,54510.51651,0
154535.87+014958.1,1101085056191,17.56,0.10,236.39953, 1.83279,54510.52300,0
154535.87+014958.1,1101085056191,17.45,0.10,236.39940, 1.83290,54510.52948,0
154535.87+014958.1,1101085056191,17.43,0.11,236.39929, 1.83281,54476.51883,0
154535.87+014958.1,1101085056191,17.36,0.11,236.39947, 1.83294,54476.52320,0
154535.87+014958.1,1101085056191,17.34,0.11,236.39952, 1.83300,54476.52748,0
154535.87+014958.1,1101085056191,17.57,0.12,236.39937, 1.83289,54476.53174,0
154535.87+014958.1,1101085056191,17.30,0.09,236.39944, 1.83287,54648.19533,0
154535.87+014958.1,1101085056191,17.43,0.10,236.39930, 1.83285,54648.20031,0
154535.87+014958.1,1101085056191,17.30,0.10,236.39944, 1.83296,54648.20528,0
154535.87+014958.1,1101085056191,17.47,0.10,236.39947, 1.83281,54648.21031,0
154535.87+014958.1,1101085056191,17.36,0.09,236.39932, 1.83286,54529.49687,0
154535.87+014958.1,1101085056191,17.38,0.09,236.39944, 1.83281,54529.50573,0
154535.87+014958.1,1101085056191,17.42,0.09,236.39939, 1.83291,54529.51466,0
154535.87+014958.1,1101085056191,17.28,0.09,236.39921, 1.83289,54529.52339,0
154535.87+014958.1,1101085056191,17.35,0.09,236.39943, 1.83293,54555.42645,0
154535.87+014958.1,1101085056191,17.35,0.09,236.39927, 1.83280,54555.43354,0
154535.87+014958.1,1101085056191,17.36,0.09,236.39932, 1.83276,54555.44061,0
154535.87+014958.1,1101085056191,17.55,0.10,236.39935, 1.83288,54555.44773,0
154535.87+014958.1,1101085056191,17.42,0.10,236.39938, 1.83295,54600.31247,0
154535.87+014958.1,1101085056191,17.33,0.09,236.39942, 1.83291,54600.31899,0
154535.87+014958.1,1101085056191,17.35,0.09,236.39940, 1.83299,54600.32549,0
154535.87+014958.1,1101085056191,17.42,0.10,236.39960, 1.83292,54600.33198,0
154535.87+014958.1,1101085056191,17.37,0.10,236.39936, 1.83280,54937.39930,0
154535.87+014958.1,1101085056191,17.30,0.09,236.39924, 1.83286,54937.40412,0
154535.87+014958.1,1101085056191,17.36,0.09,236.39926, 1.83281,54937.40901,0
154535.87+014958.1,1101085056191,17.61,0.10,236.39929, 1.83282,54937.41367,0
154535.87+014958.1,1101085056191,17.45,0.10,236.39934, 1.83292,54945.40992,0
154535.87+014958.1,1101085056191,17.19,0.11,236.39959, 1.83282,55062.18855,0
154535.87+014958.1,1101085056191,17.44,0.12,236.39949, 1.83277,55062.19450,0
154535.87+014958.1,1101085056191,17.34,0.11,236.39949, 1.83314,55062.20022,0
154535.87+014958.1,1101085056191,17.69,0.13,236.39930, 1.83305,55062.20599,0
154535.87+014958.1,1101085056191,17.39,0.10,236.39939, 1.83297,54863.51398,0
154535.87+014958.1,1101085056191,17.36,0.10,236.39948, 1.83296,54863.51888,0
154535.87+014958.1,1101085056191,17.45,0.10,236.39947, 1.83296,54863.52359,0
154535.87+014958.1,1101085056191,17.41,0.10,236.39933, 1.83284,54863.52839,0
154535.87+014958.1,1101085056191,17.39,0.09,236.39945, 1.83296,54881.50327,0
154535.87+014958.1,1101085056191,17.33,0.09,236.39927, 1.83292,54881.50982,0
154535.87+014958.1,1101085056191,17.29,0.09,236.39938, 1.83294,54881.51639,0
154535.87+014958.1,1101085056191,17.38,0.09,236.39942, 1.83281,54881.52294,0
154535.87+014958.1,1101085056191,17.38,0.09,236.39933, 1.83285,54856.51633,0
154535.87+014958.1,1101085056191,17.30,0.09,236.39933, 1.83300,54856.52407,0
154535.87+014958.1,1101085056191,17.36,0.09,236.39922, 1.83289,54856.53191,0
154535.87+014958.1,1101085056191,17.23,0.09,236.39938, 1.83277,54856.53970,0
154535.87+014958.1,1101085056191,17.16,0.09,236.39924, 1.83297,55040.20455,0
154535.87+014958.1,1101085056191,17.49,0.10,236.39937, 1.83299,55040.20999,0
154535.87+014958.1,1101085056191,17.31,0.09,236.39934, 1.83272,55040.21529,0
154535.87+014958.1,1101085056191,17.40,0.10,236.39917, 1.83290,55040.22077,0
154535.87+014958.1,1101085056191,17.16,0.09,236.39934, 1.83285,55001.30902,0
154535.87+014958.1,1101085056191,17.50,0.10,236.39932, 1.83274,55001.31383,0
154535.87+014958.1,1101085056191,17.35,0.10,236.39938, 1.83281,55001.31870,0
154535.87+014958.1,1101085056191,17.37,0.10,236.39946, 1.83284,55001.32349,0
154535.87+014958.1,1101085056191,17.38,0.09,236.39938, 1.83296,54911.43708,0
154535.87+014958.1,1101085056191,17.35,0.09,236.39935, 1.83286,54911.44319,0
154535.87+014958.1,1101085056191,17.38,0.09,236.39925, 1.83284,54911.44918,0
154535.87+014958.1,1101085056191,17.42,0.09,236.39942, 1.83283,54911.45511,0
154535.87+014958.1,1101085056191,17.45,0.10,236.39931, 1.83296,54966.31985,0
154535.87+014958.1,1101085056191,17.48,0.10,236.39941, 1.83289,54966.32669,0
154535.87+014958.1,1101085056191,17.47,0.10,236.39935, 1.83287,54966.33356,0
154535.87+014958.1,1101085056191,17.21,0.09,236.39937, 1.83304,54966.34041,0
154535.87+014958.1,1101085056191,17.43,0.10,236.39938, 1.83288,55295.40584,0
154535.87+014958.1,1101085056191,17.40,0.09,236.39937, 1.83287,55295.41321,0
